uniprot_id,nr_code,common_name,site_id,site_name,pdb_id,site_mean_z,n_site_residues,n_available_residues,site_coverage
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6IAR,0.3120850385579723,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6OWC,0.16196179259969076,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6PET,0.3716768989614864,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6PFM,1.3031210971011133,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6PIT,0.6043109507886026,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6PSJ,0.3861232099523966,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6VGH,0.253226204478596,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6VJD,0.8210269812559043,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6WOK,0.27759322917593215,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6ZOQ,-0.14301144249293501,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6ZOR,-0.0647726246387201,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,6ZOS,-0.20428619083626381,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7JHD,-0.13011790695682168,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7KBS,0.6922153368078082,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7MSA,0.8459105754014649,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7N9O,0.17151490241195616,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7QVL,0.12668180796917086,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7RNM,0.3506598015088307,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7RRY,0.22142551470625416,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7RRZ,0.21155012874123083,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7RS3,-0.0262976971411632,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7SFO,0.10410890172889149,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7T2X,0.41908880799062326,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7TE7,0.6168200711268108,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7UJM,0.03841391993466012,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7WNV,1.1775175689105777,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7Y8F,-0.10180293652788386,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7Y8G,0.390078558690967,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,7YMK,0.15763138862934023,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DU6,0.48834847167153844,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DU9,0.8625698245580788,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DUB,0.7755179885925976,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DUD,0.0160715370503674,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DUG,0.9242635732103204,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DUH,0.7697227648257805,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DUI,0.9276225541593452,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DV5,0.8215316902726234,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8DVB,0.19552559809690773,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8EV1,0.06720637023966837,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8EV2,0.1948620025415593,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8VV1,0.7287584575425649,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8VZ0,0.20320561047183966,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8VZ1,-0.16498329530305128,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,8W07,-0.013984872667330284,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9BPX,0.4641100531545171,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9BQE,0.4763993530144945,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9EBG,-0.15485199364896757,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9ECK,1.0534491108946502,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9VT5,-0.2912036072473693,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9VTU,0.24394999354267471,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9W11,0.3038905159105456,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9W13,0.39865147930676026,2,2,1.0
P03372,NR3A1,ERalpha,af2_coactivator_groove,AF-2 coactivator groove,9WB2,0.1821487971379135,2,2,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1A52,-1.4901280513854156,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1ERE,-0.847218827630854,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1ERR,-1.0371372418764546,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1GWQ,-0.8378855712864226,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1GWR,-0.8206580025313069,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1L2I,-0.8794367499130402,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1PCG,-0.8117564947405179,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1QKT,-0.9263244251644435,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1QKU,-0.7236189167953256,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1R5K,-0.9094330118081011,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1SJ0,-0.5801395738559142,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1UOM,-1.052701686872642,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1X7E,-0.7567062923647087,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1X7R,-0.6869206285286168,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1XP1,-0.9035914535558183,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1XP9,-0.8230738991290046,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1XQC,-1.0257275612271275,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1YIM,-0.9166855045459633,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1YIN,-1.06313160330047,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,1ZKY,-0.7891866651797911,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2AYR,-0.9069966372853591,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2B1V,-0.7062750843403528,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2B23,-0.8376292508814774,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2BJ4,-0.4783494518597935,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2FAI,-0.30212217546970904,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2G44,-0.9996727600255509,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2G5O,-0.832309327553087,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2I0J,-1.1006063237156956,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2JFA,-0.40910260430078105,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2OCF,-0.26096422921966733,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2OUZ,-0.6123390914824457,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2P15,-0.9035383843265435,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2POG,-0.8142187402278888,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2Q6J,-0.8252006267877533,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QA6,-0.5404411784797717,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QA8,-0.5064962791435306,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QAB,-0.308459755788476,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QGT,-0.7463658829222971,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QGW,-0.697470368166107,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QH6,-0.9680577032204316,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QR9,-0.9565361217412277,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QSE,-0.7333004158091004,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2QXM,-0.7413415429034979,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2R6W,-0.9691493543681045,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2R6Y,-0.9991401055869181,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2YAT,-0.6494428561298756,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,2YJA,-0.7159278574073452,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3DT3,-0.9102807716085514,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3ERD,-0.9075752849226033,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3ERT,-0.9459137176545053,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3HLV,-1.2069004776559964,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3HM1,-1.2800093455419852,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3L03,-0.7473517216522519,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3OS8,-0.850575876820623,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3OS9,-0.9008930875990426,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3OSA,-0.9131356073119443,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3Q95,-0.7788269528735786,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3UU7,-1.1497551615834058,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3UUA,-0.9862340114856423,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,3UUC,-0.7925608540512706,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4DMA,-0.7849550543640523,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IU7,-0.9438059510007792,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IV2,-1.0051924704312878,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IV4,-1.0362094994282514,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IVW,-1.0215266195773187,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IVY,-0.9650108079744447,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IW6,-1.0117311175510924,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IW8,-0.8287234656998991,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IWC,-1.0265123211420375,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4IWF,-0.8610731921666658,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MG5,-1.1245508939760278,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MG6,-0.9425760252059016,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MG7,-0.8674952775156953,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MG8,-0.9092526897107939,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MG9,-0.7833625456132585,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MGA,-0.953422468989575,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MGB,-1.0312277225320676,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MGC,-1.2626704099893058,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4MGD,-0.8941658392845119,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4PP6,-1.4766763324379948,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4PPP,-1.3314455813827786,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4PPS,-0.8712964468463881,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4PXM,-0.8311349264596567,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4Q13,-1.1139548583000085,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4Q50,-1.071916472575192,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4TUZ,-0.9874014939481536,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4TV1,-0.8554720484403262,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4XI3,-1.0688929261927127,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZN7,-1.0503509669378415,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZN9,-1.1234927136083352,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZNH,-0.910325257328723,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZNS,-0.9348747879085483,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZNT,-0.961682382803915,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZNU,-1.0735215225478603,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,4ZNW,-0.9555594412679094,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5AAU,-0.86256015364354,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5AAV,-0.8074738019804117,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5ACC,-1.1354914380902839,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5AK2,-0.8823963021961768,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DI7,-1.1235875716525834,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DID,-1.221299633843449,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DIE,-0.8634547857267117,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DIG,-0.9874540302837337,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DK9,-0.9347410109023219,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DKB,-1.1626077652371538,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DKE,-1.206069487352323,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DKG,-1.0481278356130026,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DKS,-1.231458748475968,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DL4,-1.048828937374716,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DLR,-1.0699305655952525,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DMC,-1.161714129148529,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DMF,-0.9978047333161459,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DP0,-1.0352409399689104,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DRJ,-0.9362959408647975,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DRM,-0.7877585639865329,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DTV,-1.2711653933643612,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DU5,-1.1459724272483405,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DUE,-1.0381950164885418,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DUG,-0.9322656433991078,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DUH,-0.895845934760276,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DVS,-0.8515584179208074,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DWE,-0.8419852062790646,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DWG,-1.0045008289275457,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DWI,-0.9957995257730353,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DWJ,-0.9517402219098736,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DX3,-0.8272551554317363,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXB,-1.010391754962748,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXG,-0.930540693334435,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXK,-1.1455216234034795,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXM,-1.117685198979159,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXP,-1.1374594852765176,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXQ,-1.0562631227516166,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DXR,-1.0653633064778587,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DY8,-0.9019526929635533,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DYB,-1.0077687260619006,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DYD,-1.1627070196576212,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DZ0,-0.9217902315690751,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DZ1,-1.0467805091303053,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DZ3,-1.0183159156085217,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DZH,-0.9033182112086635,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5DZI,-1.0178123125467924,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5E0W,-1.1560191555503974,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5E0X,-1.0376725586755875,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5E14,-1.1154472955368118,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5E15,-0.8742182162171229,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5E19,-1.038571809801714,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5E1C,-0.9796737201455693,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5EGV,-1.1885909681706277,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5EHJ,-0.9276245326244393,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5EI1,-1.0581551378116385,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5EIT,-1.2408865483665545,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5FQP,-1.034213907436462,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5FQR,-1.0909882675696503,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5FQS,-0.882527033471784,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5FQT,-1.0197956628548825,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5GS4,-0.4265202733293146,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5HYR,-1.1041733764068475,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5JMM,-0.9359981667604976,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KCC,-1.108814601297799,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KCD,-1.106255705893847,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KCE,-0.6868224221688846,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KCF,-0.6423700200348007,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KCU,-1.0453540770289218,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KCW,-0.7024880837466826,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KR9,-0.8743670222494444,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRA,-1.4467352134704845,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRC,-1.12546539186243,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRF,-1.080209584893651,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRH,-1.0087621652806138,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRI,-0.9840758221177429,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRJ,-0.8638762877346396,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRK,-1.05435701416037,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRL,-0.9605474178244212,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRM,-0.9796862663847111,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5KRO,-0.9159979455462609,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5T1Z,-0.7908265244490068,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLD,-1.2045251742368859,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLF,-0.9458998892882763,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLG,-1.1785725656780566,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLL,-1.289360945291957,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLM,-0.8080918428581488,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLO,-0.9482794712454709,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLP,-0.8911711634022949,3,3,1.0
P03372,NR3A1,ERalpha,lbd_homodimerization,LBD homodimerization,5TLT,-0.8722676457754316,3,3,1.0
