uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,experimental_method,has_stage3b_coordinate_data,method_is_xray,mapping_overlaps_lbd,lbd_mapping_category,standardized_lbd_start,standardized_lbd_end,standardized_lbd_length,construct_lbd_mapping_coverage,positive_occupancy_lbd_coverage,bfactor_usable_lbd_coverage,coverage_ge_080,coverage_ge_090,coverage_ge_095,coverage_ge_099,coverage_eq_100,coordinate_data_status,candidate_instance_count,resolution,resolution_project_range_status,r_free,r_free_status,identity_class,fusion_or_chimera,taxonomy_audit_status,previous_primary_qc_member,previous_primary_exclusion_reasons_json,representative_instance_id,label_asym_id,auth_asym_id,ligand_state,ligand_annotation_status,functional_ligand_component_ids,mmcif_sha256,in_completeness_95_sensitivity,in_completeness_99_sensitivity,in_completeness_80_sensitivity,in_ultrahigh_resolution_sensitivity,in_no_fusion_sensitivity
P03372,NR3A1,ERα,Steroid hormone receptors,8AM7,8AM7_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.16341,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ANF,8ANF_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.16201,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AOY,8AOY_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.1529,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8APS,8APS_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.2,ULTRAHIGH_LT_1_8,0.1514,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AQ1,8AQ1_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.18083,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AQC,8AQC_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.17195,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AQE,8AQE_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.24032,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AQZ,8AQZ_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.15954,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AR4,8AR4_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.21926,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AR5,8AR5_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.16225,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARG,8ARG_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.1634,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARO,8ARO_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.2004,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARQ,8ARQ_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.17486,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARR,8ARR_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.35,ULTRAHIGH_LT_1_8,0.19904,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARW,8ARW_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.17888,PASS_ALL_LE_0_30,AMBIGUOUS_IDENTITY,False,REVIEW_NEEDED,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARX,8ARX_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.16535,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARY,8ARY_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.45,ULTRAHIGH_LT_1_8,0.16525,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ARZ,8ARZ_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.1695,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AS1,8AS1_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.19176,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AT9,8AT9_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.17846,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8ATP,8ATP_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.15548,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AU2,8AU2_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.20249,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AUS,8AUS_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.21601,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AUY,8AUY_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.5,ULTRAHIGH_LT_1_8,0.22674,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AV3,8AV3_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.8,PASS_PROJECT_RANGE,0.19491,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AV4,8AV4_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1989,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AV7,8AV7_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.17073,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AV8,8AV8_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.8,PASS_PROJECT_RANGE,0.24787,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AWG,8AWG_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.8,PASS_PROJECT_RANGE,0.18504,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AXE,8AXE_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.8,PASS_PROJECT_RANGE,0.217,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AXU,8AXU_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1695,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8AZE,8AZE_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.2013,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8B39,8B39_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.4,ULTRAHIGH_LT_1_8,0.16039,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BWJ,8BWJ_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1867,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BWX,8BWX_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1874,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BWZ,8BWZ_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1981,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BX0,8BX0_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1964,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BX3,8BX3_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.2,ULTRAHIGH_LT_1_8,0.1894,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BX4,8BX4_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.192,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BXI,8BXI_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.2,ULTRAHIGH_LT_1_8,0.1866,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BXM,8BXM_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1877,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BXN,8BXN_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1881,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BXO,8BXO_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1911,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BXQ,8BXQ_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1822,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BXS,8BXS_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1912,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BY9,8BY9_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.191,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BYB,8BYB_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1855,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BYC,8BYC_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1943,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
P03372,NR3A1,ERα,Steroid hormone receptors,8BYD,8BYD_2,2,"[""X-RAY DIFFRACTION""]",False,True,False,NO_LBD_OVERLAP,311,547,237,0.0,,,,,,,,NO_STAGE3B_COORDINATE_DATA,,1.6,ULTRAHIGH_LT_1_8,0.1948,PASS_ALL_LE_0_30,HUMAN_OR_HUMAN_DERIVED,False,,False,"[""NO_LBD_OVERLAP""]",,,,NOT_ASSESSABLE_NO_COORDINATE_DATA,NOT_ASSESSABLE_NO_COORDINATE_DATA,,,False,False,False,False,False
