uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,entity_description,entity_sequence_length,label_asym_ids,auth_asym_ids,all_mapped_uniprot_accessions,mapping_contains_query_uniprot,mapping_status,source_organism_names,source_taxonomy_ids,experimental_methods,structure_determination_methodology,resolution_combined,r_work,r_free,deposit_date,initial_release_date,is_xray,is_cryo_em,is_nmr,is_other_experimental,has_resolution,has_r_free,source_includes_homo_sapiens_9606,is_current_pdb_entry,computed_reference_sequence_coverage_x,computed_entity_sequence_coverage_x,rcsb_reference_sequence_coverage_x,rcsb_entity_sequence_coverage_x,computed_reference_sequence_coverage_y,computed_entity_sequence_coverage_y,rcsb_reference_sequence_coverage_y,rcsb_entity_sequence_coverage_y,computed_reference_sequence_coverage,computed_entity_sequence_coverage,rcsb_reference_sequence_coverage,rcsb_entity_sequence_coverage
P03372,NR3A1,ERα,Steroid hormone receptors,4IUI,4IUI_1,1,Estrogen receptor,247,"[""A"",""C""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.3],[0.265],[0.3121],2013-01-21T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IV2,4IV2_1,1,Estrogen receptor,247,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.14],[0.1775],[0.2256],2013-01-22T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IV4,4IV4_1,1,Estrogen receptor,247,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.3],[0.1925],[0.2369],2013-01-22T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IVW,4IVW_1,1,Estrogen receptor,247,"[""A"",""C""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.06],[0.1846],[0.2295],2013-01-23T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IVY,4IVY_1,1,Estrogen receptor,247,"[""A"",""C""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.95],[0.2109],[0.2322],2013-01-23T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IW6,4IW6_1,1,Estrogen receptor,247,"[""A"",""C""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.98],[0.181],[0.2268],2013-01-23T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IW8,4IW8_1,1,Estrogen receptor,247,"[""A"",""D""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.0375],[0.2081],[0.2468],2013-01-23T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IWC,4IWC_1,1,Estrogen receptor,247,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.24],[0.1851],[0.2267],2013-01-23T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4IWF,4IWF_1,1,Estrogen receptor,247,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.932],[0.1727],[0.2086],2013-01-23T00:00:00Z,2013-03-27T00:00:00Z,True,False,False,False,True,True,True,True,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0,0.415126,1.0,0.4151260504201681,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4JC3,4JC3_2,2,Estrogen receptor Peptide,11,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.05],[0.17787],[0.23512],2013-02-21T00:00:00Z,2013-05-15T00:00:00Z,True,False,False,False,True,True,True,True,0.018487,1.0,0.0184873949579831,1.0,0.018487,1.0,0.0184873949579831,1.0,0.018487,1.0,0.0184873949579831,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4JDD,4JDD_2,2,Estrogen receptor Peptide,11,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.1],[0.1924],[0.2316],2013-02-25T00:00:00Z,2013-05-15T00:00:00Z,True,False,False,False,True,True,True,True,0.018487,1.0,0.0184873949579831,1.0,0.018487,1.0,0.0184873949579831,1.0,0.018487,1.0,0.0184873949579831,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4MG5,4MG5_1,1,Estrogen receptor,255,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.05],[0.1907],[0.2278],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG6,4MG6_1,1,Estrogen receptor,255,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.1],[0.176],[0.2298],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG7,4MG7_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.15],[0.1809],[0.2298],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG7,4MG7_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.15],[0.1809],[0.2298],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG8,4MG8_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.85],[0.1791],[0.2127],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG8,4MG8_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.85],[0.1791],[0.2127],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG9,4MG9_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.0],[0.1805],[0.2369],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MG9,4MG9_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.0],[0.1805],[0.2369],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGA,4MGA_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.8],[0.1971],[0.2221],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGA,4MGA_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.8],[0.1971],[0.2221],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGB,4MGB_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.85],[0.2075],[0.2499],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGB,4MGB_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.85],[0.2075],[0.2499],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGC,4MGC_1,1,Estrogen receptor,255,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.15],[0.1827],[0.2405],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGD,4MGD_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.1961],[0.2345],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4MGD,4MGD_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.1961],[0.2345],2013-08-28T00:00:00Z,2014-09-03T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4O6F,4O6F_2,2,Estrogen receptor,11,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.822],[0.1749],[0.2355],2013-12-20T00:00:00Z,2014-03-26T00:00:00Z,True,False,False,False,True,True,True,True,0.018487,1.0,0.0184873949579831,1.0,0.018487,1.0,0.0184873949579831,1.0,0.018487,1.0,0.0184873949579831,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4PP6,4PP6_1,1,Estrogen receptor,244,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.201],[0.167],[0.221],2014-02-26T00:00:00Z,2014-05-07T00:00:00Z,True,False,False,False,True,True,True,True,0.410084,1.0,0.4100840336134453,1.0,0.410084,1.0,0.4100840336134453,1.0,0.410084,1.0,0.4100840336134453,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4PPP,4PPP_1,1,Estrogen receptor,244,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.686],[0.2],[0.2474],2014-02-27T00:00:00Z,2014-05-07T00:00:00Z,True,False,False,False,True,True,True,True,0.410084,1.0,0.4100840336134453,1.0,0.410084,1.0,0.4100840336134453,1.0,0.410084,1.0,0.4100840336134453,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4PPS,4PPS_1,1,Estrogen receptor,244,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.929],[0.1766],[0.2018],2014-02-27T00:00:00Z,2014-05-07T00:00:00Z,True,False,False,False,True,True,True,True,0.410084,1.0,0.4100840336134453,1.0,0.410084,1.0,0.4100840336134453,1.0,0.410084,1.0,0.4100840336134453,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4PXM,4PXM_1,1,Estrogen receptor,271,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.17935],[0.21417],2014-03-24T00:00:00Z,2015-04-08T00:00:00Z,True,False,False,False,True,True,True,True,0.430252,0.944649,0.4302521008403361,0.9446494464944648,0.430252,0.944649,0.4302521008403361,0.9446494464944648,0.430252,0.944649,0.4302521008403361,0.9446494464944648
P03372,NR3A1,ERα,Steroid hormone receptors,4Q13,4Q13_1,1,Estrogen receptor,261,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.24],[0.19845],[0.2492],2014-04-02T00:00:00Z,2015-04-08T00:00:00Z,True,False,False,False,True,True,True,True,0.430252,0.980843,0.4302521008403361,0.9808429118773946,0.430252,0.980843,0.4302521008403361,0.9808429118773946,0.430252,0.980843,0.4302521008403361,0.9808429118773946
P03372,NR3A1,ERα,Steroid hormone receptors,4Q50,4Q50_1,1,Estrogen receptor,260,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[3.07],[0.21565],[0.28277],2014-04-15T00:00:00Z,2015-04-15T00:00:00Z,True,False,False,False,True,True,True,True,0.430252,0.984615,0.4302521008403361,0.9846153846153848,0.430252,0.984615,0.4302521008403361,0.9846153846153848,0.430252,0.984615,0.4302521008403361,0.9846153846153848
P03372,NR3A1,ERα,Steroid hormone receptors,4TUZ,4TUZ_1,1,Estrogen receptor,255,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.1782],[0.2072],2014-06-25T00:00:00Z,2015-01-28T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4TUZ,4TUZ_2,2,Estrogen receptor,255,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.1782],[0.2072],2014-06-25T00:00:00Z,2015-01-28T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196,0.421849,0.984314,0.4218487394957983,0.984313725490196
P03372,NR3A1,ERα,Steroid hormone receptors,4TV1,4TV1_1,1,Estrogen receptor,251,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.85],[0.1671],[0.2024],2014-06-25T00:00:00Z,2015-01-28T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,1.0,0.4218487394957983,1.0,0.421849,1.0,0.4218487394957983,1.0,0.421849,1.0,0.4218487394957983,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4TV1,4TV1_2,2,Estrogen receptor,251,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.85],[0.1671],[0.2024],2014-06-25T00:00:00Z,2015-01-28T00:00:00Z,True,False,False,False,True,True,True,True,0.421849,1.0,0.4218487394957983,1.0,0.421849,1.0,0.4218487394957983,1.0,0.421849,1.0,0.4218487394957983,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4XI3,4XI3_1,1,Estrogen receptor,243,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.491],[0.2151],[0.2683],2015-01-06T00:00:00Z,2016-01-13T00:00:00Z,True,False,False,False,True,True,True,True,0.408403,1.0,0.4084033613445378,1.0,0.408403,1.0,0.4084033613445378,1.0,0.408403,1.0,0.4084033613445378,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZN7,4ZN7_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.934],[0.1972],[0.2262],2015-05-04T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZN9,4ZN9_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.215],[0.2213],[0.2417],2015-05-04T00:00:00Z,2015-09-09T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNH,4ZNH_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.933],[0.2017],[0.2506],2015-05-04T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNS,4ZNS_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.86],[0.2038],[0.2356],2015-05-05T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNT,4ZNT_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.903],[0.1956],[0.2145],2015-05-05T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNU,4ZNU_1,1,Estrogen receptor,259,"[""A"",""C""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.4],[0.1969],[0.2452],2015-05-05T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNV,4ZNV_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.771],[0.1778],[0.1969],2015-05-05T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNW,4ZNW_1,1,Estrogen receptor,259,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""Homo sapiens""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.31],[0.1866],[0.2361],2015-05-05T00:00:00Z,2016-05-04T00:00:00Z,True,False,False,False,True,True,True,True,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0,0.435294,1.0,0.4352941176470588,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,5AAU,5AAU_1,1,ESTROGEN RECEPTOR,252,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.9],[0.17293],[0.22591],2015-07-28T00:00:00Z,2015-10-14T00:00:00Z,True,False,False,False,True,True,True,True,0.416807,0.984127,0.4168067226890756,0.984126984126984,0.416807,0.984127,0.4168067226890756,0.984126984126984,0.416807,0.984127,0.4168067226890756,0.984126984126984
P03372,NR3A1,ERα,Steroid hormone receptors,5AAV,5AAV_1,1,ESTROGEN RECEPTOR,252,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.95],[0.19618],[0.23413],2015-07-29T00:00:00Z,2015-10-14T00:00:00Z,True,False,False,False,True,True,True,True,0.416807,0.984127,0.4168067226890756,0.984126984126984,0.416807,0.984127,0.4168067226890756,0.984126984126984,0.416807,0.984127,0.4168067226890756,0.984126984126984
P03372,NR3A1,ERα,Steroid hormone receptors,5AAV,5AAV_2,2,ESTROGEN RECEPTOR,252,"[""B""]","[""B""]","[""P03372""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.95],[0.19618],[0.23413],2015-07-29T00:00:00Z,2015-10-14T00:00:00Z,True,False,False,False,True,True,True,True,0.418487,0.988095,0.4184873949579832,0.988095238095238,0.418487,0.988095,0.4184873949579832,0.988095238095238,0.418487,0.988095,0.4184873949579832,0.988095238095238
P03372,NR3A1,ERα,Steroid hormone receptors,5ACC,5ACC_1,1,ESTROGEN RECEPTOR,248,"[""A""]","[""A""]","[""P03372""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[1.88],[0.21685],[0.26628],2015-08-15T00:00:00Z,2015-12-16T00:00:00Z,True,False,False,False,True,True,True,True,0.416807,1.0,0.4168067226890756,1.0,0.416807,1.0,0.4168067226890756,1.0,0.416807,1.0,0.4168067226890756,1.0
P03372,NR3A1,ERα,Steroid hormone receptors,5AK2,5AK2_1,1,ESTROGEN RECEPTOR,268,"[""A"",""B""]","[""A"",""B""]","[""P03372""]",True,CONFIRMED,"[""HOMO SAPIENS""]",[9606],"[""X-RAY DIFFRACTION""]",experimental,[2.19],[0.21191],[0.26226],2015-02-27T00:00:00Z,2015-04-22T00:00:00Z,True,False,False,False,True,True,True,True,0.416807,0.925373,0.4168067226890756,0.9253731343283582,0.416807,0.925373,0.4168067226890756,0.9253731343283582,0.416807,0.925373,0.4168067226890756,0.9253731343283582
