uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,stage3b_coordinate_selected,representative_instance_id,label_asym_id,auth_asym_id,experimental_methods,resolution,r_free,standardized_lbd_start,standardized_lbd_end,standardized_lbd_length,positive_occupancy_lbd_coverage,bfactor_usable_lbd_coverage,completeness_ge_090,completeness_ge_095,completeness_ge_099,completeness_ge_080,completeness_eq_100,identity_class,fusion_or_chimera,primary_method_pass,primary_completeness_pass,primary_resolution_pass,primary_rfree_pass,primary_identity_pass,primary_selection_status,primary_exclusion_reasons_json,in_primary_set,in_completeness_95_sensitivity,in_completeness_99_sensitivity,in_completeness_80_sensitivity,in_ultrahigh_resolution_sensitivity,in_no_fusion_sensitivity,selection_policy_version
P03372,NR3A1,ERα,Steroid hormone receptors,2QSE,2QSE_1,1,True,2QSE.B,B,B,"[""X-RAY DIFFRACTION""]",1.85,0.225,311,547,237,0.987342,0.987342,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2QXM,2QXM_1,1,True,2QXM.B,B,B,"[""X-RAY DIFFRACTION""]",2.3,0.296,311,547,237,0.987342,0.987342,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2QXS,2QXS_1,1,True,2QXS.A,A,A,"[""X-RAY DIFFRACTION""]",1.7,0.216,311,547,237,0.978903,0.978903,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2QZO,2QZO_1,1,True,2QZO.A,A,A,"[""X-RAY DIFFRACTION""]",1.72,0.221,311,547,237,0.92827,0.92827,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2QZO,2QZO_2,2,True,2QZO.B,B,B,"[""X-RAY DIFFRACTION""]",1.72,0.221,311,547,237,0.970464,0.970464,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2R6W,2R6W_1,1,True,2R6W.A,A,A,"[""X-RAY DIFFRACTION""]",2.0,0.25734,311,547,237,0.936709,0.936709,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2R6Y,2R6Y_1,1,True,2R6Y.A,A,A,"[""X-RAY DIFFRACTION""]",2.0,0.27098,311,547,237,0.949367,0.949367,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2YAT,2YAT_1,1,True,2YAT.A,A,A,"[""X-RAY DIFFRACTION""]",2.602,0.2277,311,547,237,0.911392,0.911392,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,2YJA,2YJA_2,2,True,2YJA.B,B,B,"[""X-RAY DIFFRACTION""]",1.82,0.2342,311,547,237,1.0,1.0,True,True,True,True,True,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3CBM,3CBM_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.69,0.229,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,False,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3CBO,3CBO_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.65,0.231,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,False,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3CBP,3CBP_2,2,False,,,,"[""X-RAY DIFFRACTION""]",1.42,0.243,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,False,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3DT3,3DT3_1,1,True,3DT3.B,B,B,"[""X-RAY DIFFRACTION""]",2.4,0.262,311,547,237,0.987342,0.987342,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3ERD,3ERD_1,1,True,3ERD.A,A,A,"[""X-RAY DIFFRACTION""]",2.03,0.248,311,547,237,1.0,1.0,True,True,True,True,True,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3ERT,3ERT_1,1,True,3ERT.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.262,311,547,237,1.0,1.0,True,True,True,True,True,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3HLV,3HLV_1,1,True,3HLV.A,A,A,"[""X-RAY DIFFRACTION""]",3.0,0.2687,311,547,237,0.978903,0.978903,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3HM1,3HM1_1,1,True,3HM1.A,A,A,"[""X-RAY DIFFRACTION""]",2.33,0.2889,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3L03,3L03_1,1,True,3L03.B,B,B,"[""X-RAY DIFFRACTION""]",1.896,0.2196,311,547,237,0.987342,0.987342,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3OS8,3OS8_1,1,True,3OS8.A,A,A,"[""X-RAY DIFFRACTION""]",2.031,0.2276,311,547,237,0.995781,0.995781,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3OS8,3OS8_2,2,True,3OS8.C,C,C,"[""X-RAY DIFFRACTION""]",2.031,0.2276,311,547,237,0.962025,0.962025,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3OS9,3OS9_1,1,True,3OS9.A,A,A,"[""X-RAY DIFFRACTION""]",2.303,0.2491,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3OSA,3OSA_1,1,True,3OSA.A,A,A,"[""X-RAY DIFFRACTION""]",2.296,0.24,311,547,237,0.987342,0.987342,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3Q95,3Q95_1,1,True,3Q95.A,A,A,"[""X-RAY DIFFRACTION""]",2.05,0.24149,311,547,237,0.991561,0.991561,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3Q95,3Q95_2,2,True,3Q95.B,B,B,"[""X-RAY DIFFRACTION""]",2.05,0.24149,311,547,237,1.0,1.0,True,True,True,True,True,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UU7,3UU7_1,1,True,3UU7.A,A,A,"[""X-RAY DIFFRACTION""]",2.196,0.2456,311,547,237,0.978903,0.978903,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UU7,3UU7_2,2,True,3UU7.B,B,B,"[""X-RAY DIFFRACTION""]",2.196,0.2456,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UUA,3UUA_1,1,True,3UUA.A,A,A,"[""X-RAY DIFFRACTION""]",2.05,0.2313,311,547,237,0.991561,0.991561,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UUA,3UUA_2,2,True,3UUA.B,B,B,"[""X-RAY DIFFRACTION""]",2.05,0.2313,311,547,237,0.940928,0.940928,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UUC,3UUC_1,1,True,3UUC.C,C,C,"[""X-RAY DIFFRACTION""]",2.1,0.2548,311,547,237,0.945148,0.945148,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UUD,3UUD_1,1,True,3UUD.A,A,A,"[""X-RAY DIFFRACTION""]",1.6,0.1948,311,547,237,0.987342,0.987342,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,3UUD,3UUD_2,2,True,3UUD.B,B,B,"[""X-RAY DIFFRACTION""]",1.6,0.1948,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,False,True,True,EXCLUDED_PRIMARY,"[""RESOLUTION_LT_1_8""]",False,False,False,False,True,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4AA6,4AA6_1,1,False,,,,"[""X-RAY DIFFRACTION""]",2.6,,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,False,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4DMA,4DMA_1,1,True,4DMA.A,A,A,"[""X-RAY DIFFRACTION""]",2.3,0.251,311,547,237,0.970464,0.970464,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IU7,4IU7_1,1,True,4IU7.B,B,B,"[""X-RAY DIFFRACTION""]",2.29,0.2367,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IUI,4IUI_1,1,True,4IUI.C,C,B,"[""X-RAY DIFFRACTION""]",2.3,0.3121,311,547,237,0.911392,0.911392,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,False,True,EXCLUDED_PRIMARY,"[""RFREE_GT_0_30""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IV2,4IV2_1,1,True,4IV2.B,B,B,"[""X-RAY DIFFRACTION""]",2.14,0.2256,311,547,237,0.974684,0.974684,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IV4,4IV4_1,1,True,4IV4.B,B,B,"[""X-RAY DIFFRACTION""]",2.3,0.2369,311,547,237,0.949367,0.949367,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IVW,4IVW_1,1,True,4IVW.C,C,B,"[""X-RAY DIFFRACTION""]",2.06,0.2295,311,547,237,0.970464,0.970464,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IVY,4IVY_1,1,True,4IVY.C,C,B,"[""X-RAY DIFFRACTION""]",1.95,0.2322,311,547,237,0.949367,0.949367,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IW6,4IW6_1,1,True,4IW6.C,C,B,"[""X-RAY DIFFRACTION""]",1.98,0.2268,311,547,237,0.962025,0.962025,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IW8,4IW8_1,1,True,4IW8.A,A,A,"[""X-RAY DIFFRACTION""]",2.0375,0.2468,311,547,237,0.978903,0.978903,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IWC,4IWC_1,1,True,4IWC.B,B,B,"[""X-RAY DIFFRACTION""]",2.24,0.2267,311,547,237,0.978903,0.978903,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4IWF,4IWF_1,1,True,4IWF.A,A,A,"[""X-RAY DIFFRACTION""]",1.932,0.2086,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4JC3,4JC3_2,2,False,,,,"[""X-RAY DIFFRACTION""]",2.05,0.23512,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4JDD,4JDD_2,2,False,,,,"[""X-RAY DIFFRACTION""]",2.1,0.2316,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG5,4MG5_1,1,True,4MG5.A,A,A,"[""X-RAY DIFFRACTION""]",2.05,0.2278,311,547,237,0.991561,0.991561,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG6,4MG6_1,1,True,4MG6.A,A,A,"[""X-RAY DIFFRACTION""]",2.1,0.2298,311,547,237,0.962025,0.962025,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG7,4MG7_1,1,True,4MG7.A,A,A,"[""X-RAY DIFFRACTION""]",2.15,0.2298,311,547,237,0.974684,0.974684,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG7,4MG7_2,2,True,4MG7.B,B,B,"[""X-RAY DIFFRACTION""]",2.15,0.2298,311,547,237,0.953586,0.953586,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG8,4MG8_1,1,True,4MG8.A,A,A,"[""X-RAY DIFFRACTION""]",1.85,0.2127,311,547,237,0.991561,0.991561,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG8,4MG8_2,2,True,4MG8.B,B,B,"[""X-RAY DIFFRACTION""]",1.85,0.2127,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG9,4MG9_1,1,True,4MG9.A,A,A,"[""X-RAY DIFFRACTION""]",2.0,0.2369,311,547,237,0.991561,0.991561,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MG9,4MG9_2,2,True,4MG9.B,B,B,"[""X-RAY DIFFRACTION""]",2.0,0.2369,311,547,237,0.949367,0.949367,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGA,4MGA_1,1,True,4MGA.A,A,A,"[""X-RAY DIFFRACTION""]",1.8,0.2221,311,547,237,0.983122,0.983122,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGA,4MGA_2,2,True,4MGA.B,B,B,"[""X-RAY DIFFRACTION""]",1.8,0.2221,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGB,4MGB_1,1,True,4MGB.A,A,A,"[""X-RAY DIFFRACTION""]",1.85,0.2499,311,547,237,0.983122,0.983122,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGB,4MGB_2,2,True,4MGB.B,B,B,"[""X-RAY DIFFRACTION""]",1.85,0.2499,311,547,237,0.949367,0.949367,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGC,4MGC_1,1,True,4MGC.A,A,A,"[""X-RAY DIFFRACTION""]",2.15,0.2405,311,547,237,0.974684,0.974684,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGD,4MGD_1,1,True,4MGD.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.2345,311,547,237,0.983122,0.983122,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4MGD,4MGD_2,2,True,4MGD.B,B,B,"[""X-RAY DIFFRACTION""]",1.9,0.2345,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4O6F,4O6F_2,2,False,,,,"[""X-RAY DIFFRACTION""]",2.822,0.2355,311,547,237,,,False,False,False,False,False,HUMAN_OR_HUMAN_DERIVED,False,True,False,True,True,True,NO_COORDINATE_CANDIDATE,"[""NO_LBD_OVERLAP""]",False,False,False,False,False,False,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4PP6,4PP6_1,1,True,4PP6.A,A,A,"[""X-RAY DIFFRACTION""]",2.201,0.221,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4PPP,4PPP_1,1,True,4PPP.B,B,B,"[""X-RAY DIFFRACTION""]",2.686,0.2474,311,547,237,0.978903,0.978903,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4PPS,4PPS_1,1,True,4PPS.A,A,A,"[""X-RAY DIFFRACTION""]",1.929,0.2018,311,547,237,0.974684,0.974684,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4PXM,4PXM_1,1,True,4PXM.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.21417,311,547,237,0.945148,0.945148,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4Q13,4Q13_1,1,True,4Q13.A,A,A,"[""X-RAY DIFFRACTION""]",2.24,0.2492,311,547,237,0.92827,0.92827,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4Q50,4Q50_1,1,True,4Q50.F,F,F,"[""X-RAY DIFFRACTION""]",3.07,0.28277,311,547,237,0.911392,0.911392,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4TUZ,4TUZ_1,1,True,4TUZ.A,A,A,"[""X-RAY DIFFRACTION""]",1.9,0.2072,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4TUZ,4TUZ_2,2,True,4TUZ.B,B,B,"[""X-RAY DIFFRACTION""]",1.9,0.2072,311,547,237,0.995781,0.995781,True,True,True,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,True,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4TV1,4TV1_1,1,True,4TV1.A,A,A,"[""X-RAY DIFFRACTION""]",1.85,0.2024,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4TV1,4TV1_2,2,True,4TV1.B,B,B,"[""X-RAY DIFFRACTION""]",1.85,0.2024,311,547,237,0.957806,0.957806,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4XI3,4XI3_1,1,True,4XI3.C,C,C,"[""X-RAY DIFFRACTION""]",2.491,0.2683,311,547,237,0.974684,0.974684,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4ZN7,4ZN7_1,1,True,4ZN7.B,B,B,"[""X-RAY DIFFRACTION""]",1.934,0.2262,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4ZN9,4ZN9_1,1,True,4ZN9.A,A,A,"[""X-RAY DIFFRACTION""]",2.215,0.2417,311,547,237,0.945148,0.945148,True,False,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,False,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNH,4ZNH_1,1,True,4ZNH.A,A,A,"[""X-RAY DIFFRACTION""]",1.933,0.2506,311,547,237,0.970464,0.970464,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
P03372,NR3A1,ERα,Steroid hormone receptors,4ZNS,4ZNS_1,1,True,4ZNS.B,B,B,"[""X-RAY DIFFRACTION""]",1.86,0.2356,311,547,237,0.966245,0.966245,True,True,False,True,False,HUMAN_OR_HUMAN_DERIVED,False,True,True,True,True,True,SELECTED_PRIMARY,[],True,True,False,True,False,True,final-structure-selection-v1
