uniprot_id,nr_code,common_name,pdb_id,polymer_entity_id,entity_id,candidate_instance_count,all_candidate_instance_ids_json,all_candidate_qc_json,selected_instance_id,selected_label_asym_id,selected_auth_asym_id,selected_model_num,selected_observed_full_lbd_ca_coverage,selected_bfactor_usable_full_lbd_coverage,tie_break_step,selection_reason
P03372,NR3A1,ERα,2QA8,2QA8_1,1,1,"[""2QA8.A""]","[{""instance_id"": ""2QA8.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.940928, ""bfactor_usable_full_lbd_coverage"": 0.940928, ""internal_missing_residue_count"": 14, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}]",2QA8.A,A,A,1,0.940928,0.940928,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QA8.A via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,2QA8,2QA8_2,2,1,"[""2QA8.B""]","[{""instance_id"": ""2QA8.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.957806, ""bfactor_usable_full_lbd_coverage"": 0.957806, ""internal_missing_residue_count"": 10, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 10}]",2QA8.B,B,B,1,0.957806,0.957806,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QA8.B via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,2QAB,2QAB_1,1,2,"[""2QAB.A"", ""2QAB.B""]","[{""instance_id"": ""2QAB.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 1.0, ""bfactor_usable_full_lbd_coverage"": 1.0, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}, {""instance_id"": ""2QAB.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.966245, ""bfactor_usable_full_lbd_coverage"": 0.966245, ""internal_missing_residue_count"": 8, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 8}]",2QAB.B,B,B,1,1.0,1.0,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QAB.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QE4,2QE4_1,1,2,"[""2QE4.A"", ""2QE4.B""]","[{""instance_id"": ""2QE4.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.839662, ""bfactor_usable_full_lbd_coverage"": 0.839662, ""internal_missing_residue_count"": 19, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 38}, {""instance_id"": ""2QE4.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.852321, ""bfactor_usable_full_lbd_coverage"": 0.852321, ""internal_missing_residue_count"": 16, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 35}]",2QE4.A,A,A,1,0.852321,0.852321,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QE4.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QGT,2QGT_1,1,2,"[""2QGT.A"", ""2QGT.B""]","[{""instance_id"": ""2QGT.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.978903, ""bfactor_usable_full_lbd_coverage"": 0.978903, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}, {""instance_id"": ""2QGT.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.970464, ""bfactor_usable_full_lbd_coverage"": 0.970464, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}]",2QGT.B,B,B,1,0.978903,0.978903,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QGT.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QGW,2QGW_1,1,2,"[""2QGW.A"", ""2QGW.B""]","[{""instance_id"": ""2QGW.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.987342, ""bfactor_usable_full_lbd_coverage"": 0.987342, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""2QGW.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.966245, ""bfactor_usable_full_lbd_coverage"": 0.966245, ""internal_missing_residue_count"": 8, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 8}]",2QGW.B,B,B,1,0.987342,0.987342,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QGW.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QH6,2QH6_1,1,2,"[""2QH6.A"", ""2QH6.B""]","[{""instance_id"": ""2QH6.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.936709, ""bfactor_usable_full_lbd_coverage"": 0.936709, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""2QH6.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.945148, ""bfactor_usable_full_lbd_coverage"": 0.945148, ""internal_missing_residue_count"": 13, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}]",2QH6.A,A,A,1,0.945148,0.945148,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QH6.A via: highest positive-occupancy full standardized-LBD Ca coverage.
O75469,NR1I2,PXR,2QNV,2QNV_1,1,1,"[""2QNV.A""]","[{""instance_id"": ""2QNV.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.847222, ""bfactor_usable_full_lbd_coverage"": 0.847222, ""internal_missing_residue_count"": 44, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 44}]",2QNV.A,A,A,1,0.847222,0.847222,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QNV.A via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,2QR9,2QR9_1,1,2,"[""2QR9.A"", ""2QR9.B""]","[{""instance_id"": ""2QR9.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.987342, ""bfactor_usable_full_lbd_coverage"": 0.987342, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""2QR9.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.987342, ""bfactor_usable_full_lbd_coverage"": 0.987342, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}]",2QR9.A,A,A,1,0.987342,0.987342,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QR9.A via: lexicographically smallest label_asym_id.
P03372,NR3A1,ERα,2QSE,2QSE_1,1,2,"[""2QSE.A"", ""2QSE.B""]","[{""instance_id"": ""2QSE.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.987342, ""bfactor_usable_full_lbd_coverage"": 0.987342, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""2QSE.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.970464, ""bfactor_usable_full_lbd_coverage"": 0.970464, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}]",2QSE.B,B,B,1,0.987342,0.987342,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QSE.B via: highest positive-occupancy full standardized-LBD Ca coverage.
Q92731,NR3A2,ERβ,2QTU,2QTU_1,1,2,"[""2QTU.A"", ""2QTU.B""]","[{""instance_id"": ""2QTU.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.919149, ""bfactor_usable_full_lbd_coverage"": 0.919149, ""internal_missing_residue_count"": 19, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 19}, {""instance_id"": ""2QTU.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.919149, ""bfactor_usable_full_lbd_coverage"": 0.919149, ""internal_missing_residue_count"": 19, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 19}]",2QTU.A,A,A,1,0.919149,0.919149,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QTU.A via: lexicographically smallest label_asym_id.
P22736,NR4A1,NUR77,2QW4,2QW4_1,1,4,"[""2QW4.A"", ""2QW4.B"", ""2QW4.C"", ""2QW4.D""]","[{""instance_id"": ""2QW4.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.957627, ""bfactor_usable_full_lbd_coverage"": 0.957627, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 10}, {""instance_id"": ""2QW4.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.961864, ""bfactor_usable_full_lbd_coverage"": 0.961864, ""internal_missing_residue_count"": 8, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 9}, {""instance_id"": ""2QW4.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.974576, ""bfactor_usable_full_lbd_coverage"": 0.974576, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}, {""instance_id"": ""2QW4.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.974576, ""bfactor_usable_full_lbd_coverage"": 0.974576, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}]",2QW4.A,A,A,1,0.974576,0.974576,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QW4.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QXM,2QXM_1,1,2,"[""2QXM.A"", ""2QXM.B""]","[{""instance_id"": ""2QXM.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.987342, ""bfactor_usable_full_lbd_coverage"": 0.987342, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""2QXM.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.949367, ""bfactor_usable_full_lbd_coverage"": 0.949367, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}]",2QXM.B,B,B,1,0.987342,0.987342,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QXM.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QXS,2QXS_1,1,2,"[""2QXS.A"", ""2QXS.B""]","[{""instance_id"": ""2QXS.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.92827, ""bfactor_usable_full_lbd_coverage"": 0.92827, ""internal_missing_residue_count"": 17, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 17}, {""instance_id"": ""2QXS.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.978903, ""bfactor_usable_full_lbd_coverage"": 0.978903, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}]",2QXS.A,A,A,1,0.978903,0.978903,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QXS.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2QZO,2QZO_1,1,1,"[""2QZO.A""]","[{""instance_id"": ""2QZO.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.92827, ""bfactor_usable_full_lbd_coverage"": 0.92827, ""internal_missing_residue_count"": 17, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 17}]",2QZO.A,A,A,1,0.92827,0.92827,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QZO.A via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,2QZO,2QZO_2,2,1,"[""2QZO.B""]","[{""instance_id"": ""2QZO.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.970464, ""bfactor_usable_full_lbd_coverage"": 0.970464, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}]",2QZO.B,B,B,1,0.970464,0.970464,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2QZO.B via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,2R6W,2R6W_1,1,2,"[""2R6W.A"", ""2R6W.B""]","[{""instance_id"": ""2R6W.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.919831, ""bfactor_usable_full_lbd_coverage"": 0.919831, ""internal_missing_residue_count"": 18, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 19}, {""instance_id"": ""2R6W.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.936709, ""bfactor_usable_full_lbd_coverage"": 0.936709, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}]",2R6W.A,A,A,1,0.936709,0.936709,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2R6W.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,2R6Y,2R6Y_1,1,2,"[""2R6Y.A"", ""2R6Y.B""]","[{""instance_id"": ""2R6Y.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.911392, ""bfactor_usable_full_lbd_coverage"": 0.911392, ""internal_missing_residue_count"": 19, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 21}, {""instance_id"": ""2R6Y.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.949367, ""bfactor_usable_full_lbd_coverage"": 0.949367, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}]",2R6Y.A,A,A,1,0.949367,0.949367,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2R6Y.A via: highest positive-occupancy full standardized-LBD Ca coverage.
Q07869,NR1C1,PPARα,2REW,2REW_1,1,1,"[""2REW.A""]","[{""instance_id"": ""2REW.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.960526, ""bfactor_usable_full_lbd_coverage"": 0.960526, ""internal_missing_residue_count"": 9, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 9}]",2REW.A,A,A,1,0.960526,0.960526,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2REW.A via: NO_TIE_SINGLE_INSTANCE.
Q14995,NR1D2,Rev-erbβ,2V0V,2V0V_1,1,4,"[""2V0V.A"", ""2V0V.B"", ""2V0V.C"", ""2V0V.D""]","[{""instance_id"": ""2V0V.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.848341, ""bfactor_usable_full_lbd_coverage"": 0.848341, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""2V0V.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.848341, ""bfactor_usable_full_lbd_coverage"": 0.848341, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""2V0V.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.85782, ""bfactor_usable_full_lbd_coverage"": 0.85782, ""internal_missing_residue_count"": 10, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}, {""instance_id"": ""2V0V.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.85782, ""bfactor_usable_full_lbd_coverage"": 0.85782, ""internal_missing_residue_count"": 10, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}]",2V0V.A,A,A,1,0.85782,0.85782,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2V0V.A via: highest positive-occupancy full standardized-LBD Ca coverage.
Q14995,NR1D2,Rev-erbβ,2V7C,2V7C_1,1,2,"[""2V7C.A"", ""2V7C.B""]","[{""instance_id"": ""2V7C.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.829384, ""bfactor_usable_full_lbd_coverage"": 0.829384, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 19}, {""instance_id"": ""2V7C.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.781991, ""bfactor_usable_full_lbd_coverage"": 0.781991, ""internal_missing_residue_count"": 26, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 29}]",2V7C.B,B,B,1,0.829384,0.829384,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2V7C.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,2VSR,2VSR_1,1,2,"[""2VSR.A"", ""2VSR.B""]","[{""instance_id"": ""2VSR.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.947368, ""bfactor_usable_full_lbd_coverage"": 0.947368, ""internal_missing_residue_count"": 13, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}, {""instance_id"": ""2VSR.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.954887, ""bfactor_usable_full_lbd_coverage"": 0.954887, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}]",2VSR.A,A,A,1,0.954887,0.954887,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VSR.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,2VST,2VST_1,1,2,"[""2VST.A"", ""2VST.B""]","[{""instance_id"": ""2VST.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.921053, ""bfactor_usable_full_lbd_coverage"": 0.921053, ""internal_missing_residue_count"": 20, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 21}, {""instance_id"": ""2VST.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.954887, ""bfactor_usable_full_lbd_coverage"": 0.954887, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}]",2VST.A,A,A,1,0.954887,0.954887,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VST.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,2VV0,2VV0_1,1,2,"[""2VV0.A"", ""2VV0.B""]","[{""instance_id"": ""2VV0.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.93609, ""bfactor_usable_full_lbd_coverage"": 0.93609, ""internal_missing_residue_count"": 17, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 17}, {""instance_id"": ""2VV0.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.947368, ""bfactor_usable_full_lbd_coverage"": 0.947368, ""internal_missing_residue_count"": 14, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}]",2VV0.A,A,A,1,0.947368,0.947368,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VV0.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,2VV1,2VV1_1,1,1,"[""2VV1.A""]","[{""instance_id"": ""2VV1.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.947368, ""bfactor_usable_full_lbd_coverage"": 0.947368, ""internal_missing_residue_count"": 14, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}]",2VV1.A,A,A,1,0.947368,0.947368,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VV1.A via: NO_TIE_SINGLE_INSTANCE.
P37231,NR1C3,PPARγ,2VV1,2VV1_2,2,1,"[""2VV1.B""]","[{""instance_id"": ""2VV1.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.894737, ""bfactor_usable_full_lbd_coverage"": 0.894737, ""internal_missing_residue_count"": 26, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 28}]",2VV1.B,B,B,1,0.894737,0.894737,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VV1.B via: NO_TIE_SINGLE_INSTANCE.
P37231,NR1C3,PPARγ,2VV2,2VV2_1,1,2,"[""2VV2.A"", ""2VV2.B""]","[{""instance_id"": ""2VV2.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.954887, ""bfactor_usable_full_lbd_coverage"": 0.954887, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}, {""instance_id"": ""2VV2.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.951128, ""bfactor_usable_full_lbd_coverage"": 0.951128, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}]",2VV2.B,B,B,1,0.954887,0.954887,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VV2.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,2VV3,2VV3_1,1,2,"[""2VV3.A"", ""2VV3.B""]","[{""instance_id"": ""2VV3.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.913534, ""bfactor_usable_full_lbd_coverage"": 0.913534, ""internal_missing_residue_count"": 22, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 23}, {""instance_id"": ""2VV3.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.954887, ""bfactor_usable_full_lbd_coverage"": 0.954887, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}]",2VV3.A,A,A,1,0.954887,0.954887,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VV3.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,2VV4,2VV4_1,1,1,"[""2VV4.A""]","[{""instance_id"": ""2VV4.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.93609, ""bfactor_usable_full_lbd_coverage"": 0.93609, ""internal_missing_residue_count"": 17, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 17}]",2VV4.A,A,A,1,0.93609,0.93609,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 2VV4.A via: NO_TIE_SINGLE_INSTANCE.
