pdb_id,polymer_entity_id,entity_id,instance_id,label_asym_id,auth_asym_id,instance_metadata_status,instance_metadata_notes
2P1V,2P1V_1,1,2P1V.A,A,A,PASS,
2P4Y,2P4Y_1,1,2P4Y.B,B,B,PASS,
2P4Y,2P4Y_1,1,2P4Y.A,A,A,PASS,
2P54,2P54_1,1,2P54.A,A,A,PASS,
2P7A,2P7A_1,1,2P7A.A,A,A,PASS,
2P7G,2P7G_1,1,2P7G.A,A,A,PASS,
2P7Z,2P7Z_1,1,2P7Z.A,A,A,PASS,
2PIN,2PIN_1,1,2PIN.B,B,B,PASS,
2PIN,2PIN_1,1,2PIN.A,A,A,PASS,
2PIO,2PIO_1,1,2PIO.A,A,A,PASS,
2PIP,2PIP_1,1,2PIP.A,A,L,PASS,
2PIQ,2PIQ_1,1,2PIQ.A,A,A,PASS,
2PIR,2PIR_1,1,2PIR.A,A,A,PASS,
2PIT,2PIT_1,1,2PIT.A,A,A,PASS,
2PIU,2PIU_1,1,2PIU.A,A,A,PASS,
2PIV,2PIV_1,1,2PIV.A,A,A,PASS,
2PIW,2PIW_1,1,2PIW.A,A,A,PASS,
2PIX,2PIX_1,1,2PIX.A,A,A,PASS,
2PJL,2PJL_1,1,2PJL.B,B,B,PASS,
2PJL,2PJL_1,1,2PJL.A,A,A,PASS,
2PKL,2PKL_1,1,2PKL.A,A,A,PASS,
2PNU,2PNU_1,1,2PNU.A,A,A,PASS,
2POB,2POB_1,1,2POB.B,B,B,PASS,
2POB,2POB_1,1,2POB.A,A,A,PASS,
2POG,2POG_1,1,2POG.B,B,B,PASS,
2POG,2POG_1,1,2POG.A,A,A,PASS,
2PRG,2PRG_1,1,2PRG.B,B,B,PASS,
2PRG,2PRG_1,1,2PRG.A,A,A,PASS,
2Q3Y,2Q3Y_2,2,2Q3Y.B,B,B,PASS,
2Q59,2Q59_1,1,2Q59.A,A,A,PASS,
2Q59,2Q59_2,2,2Q59.B,B,B,PASS,
2Q5G,2Q5G_1,1,2Q5G.B,B,B,PASS,
2Q5G,2Q5G_1,1,2Q5G.A,A,A,PASS,
2Q5P,2Q5P_1,1,2Q5P.B,B,B,PASS,
2Q5P,2Q5P_1,1,2Q5P.A,A,A,PASS,
2Q5S,2Q5S_1,1,2Q5S.B,B,B,PASS,
2Q5S,2Q5S_1,1,2Q5S.A,A,A,PASS,
2Q61,2Q61_1,1,2Q61.B,B,B,PASS,
2Q61,2Q61_1,1,2Q61.A,A,A,PASS,
2Q6J,2Q6J_1,1,2Q6J.B,B,B,PASS,
2Q6J,2Q6J_1,1,2Q6J.A,A,A,PASS,
2Q6R,2Q6R_1,1,2Q6R.B,B,B,PASS,
2Q6R,2Q6R_1,1,2Q6R.A,A,A,PASS,
2Q6S,2Q6S_1,1,2Q6S.B,B,B,PASS,
2Q6S,2Q6S_1,1,2Q6S.A,A,A,PASS,
2Q70,2Q70_1,1,2Q70.B,B,B,PASS,
2Q70,2Q70_1,1,2Q70.A,A,A,PASS,
2Q7I,2Q7I_1,1,2Q7I.A,A,A,PASS,
2Q7I,2Q7I_2,2,2Q7I.B,B,B,PASS,
2Q7J,2Q7J_1,1,2Q7J.A,A,A,PASS,
2Q7K,2Q7K_1,1,2Q7K.A,A,A,PASS,
2Q7K,2Q7K_2,2,2Q7K.B,B,B,PASS,
2Q7L,2Q7L_1,1,2Q7L.A,A,A,PASS,
2Q8S,2Q8S_1,1,2Q8S.B,B,B,PASS,
2Q8S,2Q8S_1,1,2Q8S.A,A,A,PASS,
2QA6,2QA6_1,1,2QA6.B,B,B,PASS,
2QA6,2QA6_1,1,2QA6.A,A,A,PASS,
2QA8,2QA8_1,1,2QA8.A,A,A,PASS,
2QA8,2QA8_2,2,2QA8.B,B,B,PASS,
2QAB,2QAB_1,1,2QAB.B,B,B,PASS,
2QAB,2QAB_1,1,2QAB.A,A,A,PASS,
2QE4,2QE4_1,1,2QE4.B,B,B,PASS,
2QE4,2QE4_1,1,2QE4.A,A,A,PASS,
2QGT,2QGT_1,1,2QGT.B,B,B,PASS,
2QGT,2QGT_1,1,2QGT.A,A,A,PASS,
2QGW,2QGW_1,1,2QGW.B,B,B,PASS,
2QGW,2QGW_1,1,2QGW.A,A,A,PASS,
2QH6,2QH6_1,1,2QH6.B,B,B,PASS,
2QH6,2QH6_1,1,2QH6.A,A,A,PASS,
2QMV,2QMV_1,1,2QMV.A,A,A,PASS,
2QNV,2QNV_1,1,2QNV.A,A,A,PASS,
2QR9,2QR9_1,1,2QR9.B,B,B,PASS,
2QR9,2QR9_1,1,2QR9.A,A,A,PASS,
2QSE,2QSE_1,1,2QSE.B,B,B,PASS,
2QSE,2QSE_1,1,2QSE.A,A,A,PASS,
2QTU,2QTU_1,1,2QTU.B,B,B,PASS,
2QTU,2QTU_1,1,2QTU.A,A,A,PASS,
2QW4,2QW4_1,1,2QW4.D,D,D,PASS,
2QW4,2QW4_1,1,2QW4.C,C,C,PASS,
2QW4,2QW4_1,1,2QW4.B,B,B,PASS,
2QW4,2QW4_1,1,2QW4.A,A,A,PASS,
2QXM,2QXM_1,1,2QXM.B,B,B,PASS,
2QXM,2QXM_1,1,2QXM.A,A,A,PASS,
2QXS,2QXS_1,1,2QXS.B,B,B,PASS,
2QXS,2QXS_1,1,2QXS.A,A,A,PASS,
2QZO,2QZO_1,1,2QZO.A,A,A,PASS,
2QZO,2QZO_2,2,2QZO.B,B,B,PASS,
2R6W,2R6W_1,1,2R6W.B,B,B,PASS,
2R6W,2R6W_1,1,2R6W.A,A,A,PASS,
2R6Y,2R6Y_1,1,2R6Y.B,B,B,PASS,
2R6Y,2R6Y_1,1,2R6Y.A,A,A,PASS,
2REW,2REW_1,1,2REW.A,A,A,PASS,
2V0V,2V0V_1,1,2V0V.D,D,D,PASS,
2V0V,2V0V_1,1,2V0V.C,C,C,PASS,
2V0V,2V0V_1,1,2V0V.B,B,B,PASS,
2V0V,2V0V_1,1,2V0V.A,A,A,PASS,
2V7C,2V7C_1,1,2V7C.B,B,B,PASS,
2V7C,2V7C_1,1,2V7C.A,A,A,PASS,
2VSR,2VSR_1,1,2VSR.B,B,B,PASS,
2VSR,2VSR_1,1,2VSR.A,A,A,PASS,
2VST,2VST_1,1,2VST.B,B,B,PASS,
2VST,2VST_1,1,2VST.A,A,A,PASS,
2VV0,2VV0_1,1,2VV0.B,B,B,PASS,
2VV0,2VV0_1,1,2VV0.A,A,A,PASS,
2VV1,2VV1_1,1,2VV1.A,A,A,PASS,
2VV1,2VV1_2,2,2VV1.B,B,B,PASS,
2VV2,2VV2_1,1,2VV2.B,B,B,PASS,
2VV2,2VV2_1,1,2VV2.A,A,A,PASS,
2VV3,2VV3_1,1,2VV3.B,B,B,PASS,
2VV3,2VV3_1,1,2VV3.A,A,A,PASS,
2VV4,2VV4_1,1,2VV4.A,A,A,PASS,
2VV4,2VV4_2,2,2VV4.B,B,B,PASS,
2W8Y,2W8Y_1,1,2W8Y.B,B,B,PASS,
2W8Y,2W8Y_1,1,2W8Y.A,A,A,PASS,
2XKW,2XKW_1,1,2XKW.B,B,B,PASS,
2XKW,2XKW_1,1,2XKW.A,A,A,PASS,
2XYJ,2XYJ_1,1,2XYJ.B,B,B,PASS,
2XYJ,2XYJ_1,1,2XYJ.A,A,A,PASS,
2XYW,2XYW_1,1,2XYW.B,B,B,PASS,
2XYW,2XYW_1,1,2XYW.A,A,A,PASS,
2XYX,2XYX_1,1,2XYX.B,B,B,PASS,
2XYX,2XYX_1,1,2XYX.A,A,A,PASS,
2YAT,2YAT_1,1,2YAT.A,A,A,PASS,
2YFE,2YFE_1,1,2YFE.B,B,B,PASS,
2YFE,2YFE_1,1,2YFE.A,A,A,PASS,
2YHD,2YHD_1,1,2YHD.A,A,A,PASS,
2YJA,2YJA_2,2,2YJA.B,B,B,PASS,
2YJD,2YJD_1,1,2YJD.B,B,B,PASS,
2YJD,2YJD_1,1,2YJD.A,A,A,PASS,
2YLO,2YLO_1,1,2YLO.A,A,A,PASS,
2YLP,2YLP_1,1,2YLP.A,A,A,PASS,
2YLQ,2YLQ_1,1,2YLQ.A,A,A,PASS,
2YLY,2YLY_1,1,2YLY.B,B,B,PASS,
2YLY,2YLY_1,1,2YLY.A,A,A,PASS,
2Z4B,2Z4B_1,1,2Z4B.B,B,B,PASS,
2Z4B,2Z4B_1,1,2Z4B.A,A,A,PASS,
2Z4J,2Z4J_1,1,2Z4J.A,A,A,PASS,
2Z4J,2Z4J_2,2,2Z4J.B,B,B,PASS,
2ZAS,2ZAS_1,1,2ZAS.A,A,A,PASS,
2ZBS,2ZBS_1,1,2ZBS.A,A,A,PASS,
2ZK0,2ZK0_1,1,2ZK0.B,B,B,PASS,
2ZK0,2ZK0_1,1,2ZK0.A,A,A,PASS,
2ZK1,2ZK1_1,1,2ZK1.B,B,B,PASS,
2ZK1,2ZK1_1,1,2ZK1.A,A,A,PASS,
2ZK2,2ZK2_1,1,2ZK2.B,B,B,PASS,
2ZK2,2ZK2_1,1,2ZK2.A,A,A,PASS,
2ZK3,2ZK3_1,1,2ZK3.B,B,B,PASS,
2ZK3,2ZK3_1,1,2ZK3.A,A,A,PASS,
2ZK4,2ZK4_1,1,2ZK4.B,B,B,PASS,
2ZK4,2ZK4_1,1,2ZK4.A,A,A,PASS,
2ZK5,2ZK5_1,1,2ZK5.B,B,B,PASS,
2ZK5,2ZK5_1,1,2ZK5.A,A,A,PASS,
2ZK6,2ZK6_1,1,2ZK6.B,B,B,PASS,
2ZK6,2ZK6_1,1,2ZK6.A,A,A,PASS,
2ZKC,2ZKC_1,1,2ZKC.A,A,A,PASS,
2ZNN,2ZNN_1,1,2ZNN.A,A,A,PASS,
2ZNO,2ZNO_1,1,2ZNO.B,B,B,PASS,
2ZNO,2ZNO_1,1,2ZNO.A,A,A,PASS,
2ZNP,2ZNP_1,1,2ZNP.B,B,B,PASS,
2ZNP,2ZNP_1,1,2ZNP.A,A,A,PASS,
2ZNQ,2ZNQ_1,1,2ZNQ.B,B,B,PASS,
2ZNQ,2ZNQ_1,1,2ZNQ.A,A,A,PASS,
2ZVT,2ZVT_1,1,2ZVT.B,B,B,PASS,
2ZVT,2ZVT_1,1,2ZVT.A,A,A,PASS,
2ZXZ,2ZXZ_1,1,2ZXZ.A,A,A,PASS,
2ZY0,2ZY0_1,1,2ZY0.C,C,C,PASS,
2ZY0,2ZY0_1,1,2ZY0.A,A,A,PASS,
38KC,38KC_1,1,38KC.B,B,B,PASS,
38KC,38KC_1,1,38KC.A,A,A,PASS,
3A2I,3A2I_1,1,3A2I.A,A,A,PASS,
3A2J,3A2J_1,1,3A2J.A,A,A,PASS,
3A3Z,3A3Z_1,1,3A3Z.A,A,X,PASS,
3A40,3A40_1,1,3A40.A,A,X,PASS,
3A78,3A78_1,1,3A78.A,A,A,PASS,
3A9E,3A9E_2,2,3A9E.B,B,B,PASS,
3ADS,3ADS_1,1,3ADS.B,B,B,PASS,
3ADS,3ADS_1,1,3ADS.A,A,A,PASS,
3ADT,3ADT_1,1,3ADT.B,B,B,PASS,
3ADT,3ADT_1,1,3ADT.A,A,A,PASS,
3ADU,3ADU_1,1,3ADU.B,B,B,PASS,
3ADU,3ADU_1,1,3ADU.A,A,A,PASS,
3ADV,3ADV_1,1,3ADV.B,B,B,PASS,
3ADV,3ADV_1,1,3ADV.A,A,A,PASS,
3ADW,3ADW_1,1,3ADW.B,B,B,PASS,
3ADW,3ADW_1,1,3ADW.A,A,A,PASS,
3ADX,3ADX_1,1,3ADX.B,B,B,PASS,
3ADX,3ADX_1,1,3ADX.A,A,A,PASS,
3AN3,3AN3_1,1,3AN3.B,B,B,PASS,
3AN3,3AN3_1,1,3AN3.A,A,A,PASS,
3AN4,3AN4_1,1,3AN4.B,B,B,PASS,
3AN4,3AN4_1,1,3AN4.A,A,A,PASS,
3AUQ,3AUQ_1,1,3AUQ.A,A,A,PASS,
3AUR,3AUR_1,1,3AUR.A,A,A,PASS,
3AX8,3AX8_1,1,3AX8.A,A,A,PASS,
3AZ1,3AZ1_1,1,3AZ1.A,A,A,PASS,
3AZ2,3AZ2_1,1,3AZ2.A,A,A,PASS,
3AZ3,3AZ3_1,1,3AZ3.A,A,A,PASS,
3B0Q,3B0Q_1,1,3B0Q.B,B,B,PASS,
3B0Q,3B0Q_1,1,3B0Q.A,A,A,PASS,
3B0R,3B0R_1,1,3B0R.B,B,B,PASS,
3B0R,3B0R_1,1,3B0R.A,A,A,PASS,
3B0T,3B0T_1,1,3B0T.A,A,A,PASS,
3B0W,3B0W_1,1,3B0W.B,B,B,PASS,
3B0W,3B0W_1,1,3B0W.A,A,A,PASS,
3B1M,3B1M_1,1,3B1M.A,A,A,PASS,
3B3K,3B3K_1,1,3B3K.B,B,B,PASS,
3B3K,3B3K_1,1,3B3K.A,A,A,PASS,
3B5R,3B5R_1,1,3B5R.A,A,A,PASS,
3B65,3B65_1,1,3B65.A,A,A,PASS,
3B66,3B66_1,1,3B66.A,A,A,PASS,
3B67,3B67_1,1,3B67.A,A,A,PASS,
3B68,3B68_1,1,3B68.A,A,A,PASS,
3BC5,3BC5_1,1,3BC5.A,A,A,PASS,
3BEJ,3BEJ_1,1,3BEJ.B,B,B,PASS,
3BEJ,3BEJ_1,1,3BEJ.A,A,A,PASS,
3BQD,3BQD_1,1,3BQD.A,A,A,PASS,
3BTR,3BTR_2,2,3BTR.B,B,B,PASS,
3CBB,3CBB_3,3,3CBB.D,D,B,PASS,
3CBB,3CBB_3,3,3CBB.C,C,A,PASS,
3CBM,3CBM_2,2,3CBM.B,B,B,PASS,
3CBO,3CBO_2,2,3CBO.B,B,B,PASS,
3CBP,3CBP_2,2,3CBP.B,B,B,PASS,
3CDP,3CDP_1,1,3CDP.B,B,B,PASS,
3CDP,3CDP_1,1,3CDP.A,A,A,PASS,
3CDS,3CDS_1,1,3CDS.B,B,B,PASS,
3CDS,3CDS_1,1,3CDS.A,A,A,PASS,
3CJW,3CJW_1,1,3CJW.A,A,A,PASS,
3CLD,3CLD_1,1,3CLD.C,C,B,PASS,
3CLD,3CLD_1,1,3CLD.A,A,A,PASS,
3CQV,3CQV_1,1,3CQV.A,A,A,PASS,
3CS4,3CS4_1,1,3CS4.A,A,A,PASS,
3CS6,3CS6_1,1,3CS6.A,A,A,PASS,
3CS8,3CS8_1,1,3CS8.A,A,A,PASS,
3CTB,3CTB_1,1,3CTB.B,B,B,PASS,
3CTB,3CTB_1,1,3CTB.A,A,A,PASS,
3CWD,3CWD_1,1,3CWD.B,B,B,PASS,
3CWD,3CWD_1,1,3CWD.A,A,A,PASS,
3D24,3D24_1,1,3D24.C,C,C,PASS,
3D24,3D24_1,1,3D24.A,A,A,PASS,
3D57,3D57_1,1,3D57.B,B,B,PASS,
3D57,3D57_1,1,3D57.A,A,A,PASS,
3D5F,3D5F_1,1,3D5F.B,B,B,PASS,
3D5F,3D5F_1,1,3D5F.A,A,A,PASS,
3D6D,3D6D_1,1,3D6D.B,B,B,PASS,
3D6D,3D6D_1,1,3D6D.A,A,A,PASS,
3D90,3D90_1,1,3D90.B,B,B,PASS,
3D90,3D90_1,1,3D90.A,A,A,PASS,
3DCT,3DCT_1,1,3DCT.A,A,A,PASS,
3DCU,3DCU_1,1,3DCU.A,A,A,PASS,
3DT3,3DT3_1,1,3DT3.B,B,B,PASS,
3DT3,3DT3_1,1,3DT3.A,A,A,PASS,
3DY6,3DY6_1,1,3DY6.B,B,B,PASS,
3DY6,3DY6_1,1,3DY6.A,A,A,PASS,
3DZU,3DZU_1,1,3DZU.A,A,A,PASS,
3DZU,3DZU_2,2,3DZU.B,B,D,PASS,
3DZY,3DZY_1,1,3DZY.A,A,A,PASS,
3DZY,3DZY_2,2,3DZY.B,B,D,PASS,
3E00,3E00_1,1,3E00.A,A,A,PASS,
3E00,3E00_2,2,3E00.B,B,D,PASS,
3E7C,3E7C_1,1,3E7C.C,C,B,PASS,
3E7C,3E7C_1,1,3E7C.A,A,A,PASS,
3E94,3E94_1,1,3E94.A,A,A,PASS,
3ERD,3ERD_1,1,3ERD.B,B,B,PASS,
3ERD,3ERD_1,1,3ERD.A,A,A,PASS,
3ERT,3ERT_1,1,3ERT.A,A,A,PASS,
3ET0,3ET0_1,1,3ET0.B,B,B,PASS,
3ET0,3ET0_1,1,3ET0.A,A,A,PASS,
3ET1,3ET1_1,1,3ET1.B,B,B,PASS,
3ET1,3ET1_1,1,3ET1.A,A,A,PASS,
3ET2,3ET2_1,1,3ET2.B,B,B,PASS,
3ET2,3ET2_1,1,3ET2.A,A,A,PASS,
3ET3,3ET3_1,1,3ET3.A,A,A,PASS,
3FAL,3FAL_1,1,3FAL.C,C,C,PASS,
3FAL,3FAL_1,1,3FAL.A,A,A,PASS,
3FC6,3FC6_1,1,3FC6.C,C,C,PASS,
3FC6,3FC6_1,1,3FC6.A,A,A,PASS,
3FEI,3FEI_1,1,3FEI.A,A,A,PASS,
3FEJ,3FEJ_1,1,3FEJ.A,A,A,PASS,
3FLI,3FLI_1,1,3FLI.A,A,A,PASS,
3FS1,3FS1_1,1,3FS1.A,A,A,PASS,
3FUG,3FUG_1,1,3FUG.A,A,A,PASS,
3FUR,3FUR_1,1,3FUR.A,A,A,PASS,
3FXV,3FXV_1,1,3FXV.A,A,A,PASS,
3G8I,3G8I_1,1,3G8I.A,A,A,PASS,
3G8O,3G8O_1,1,3G8O.B,B,B,PASS,
3G8O,3G8O_1,1,3G8O.A,A,A,PASS,
3G9E,3G9E_1,1,3G9E.A,A,A,PASS,
3GBK,3GBK_1,1,3GBK.B,B,B,PASS,
3GBK,3GBK_1,1,3GBK.A,A,A,PASS,
3GD2,3GD2_1,1,3GD2.A,A,A,PASS,
3GWS,3GWS_1,1,3GWS.A,A,X,PASS,
3GWX,3GWX_1,1,3GWX.B,B,B,PASS,
3GWX,3GWX_1,1,3GWX.A,A,A,PASS,
3GZ9,3GZ9_1,1,3GZ9.A,A,A,PASS,
3H0A,3H0A_1,1,3H0A.A,A,A,PASS,
3H0A,3H0A_2,2,3H0A.B,B,D,PASS,
3H52,3H52_1,1,3H52.D,D,D,PASS,
3H52,3H52_1,1,3H52.C,C,C,PASS,
3H52,3H52_1,1,3H52.B,B,B,PASS,
3H52,3H52_1,1,3H52.A,A,A,PASS,
3HC5,3HC5_1,1,3HC5.A,A,A,PASS,
3HC6,3HC6_1,1,3HC6.A,A,A,PASS,
3HLV,3HLV_1,1,3HLV.B,B,B,PASS,
3HLV,3HLV_1,1,3HLV.A,A,A,PASS,
3HM1,3HM1_1,1,3HM1.B,B,B,PASS,
3HM1,3HM1_1,1,3HM1.A,A,A,PASS,
3HO0,3HO0_1,1,3HO0.B,B,B,PASS,
3HO0,3HO0_1,1,3HO0.A,A,A,PASS,
3HOD,3HOD_1,1,3HOD.B,B,B,PASS,
3HOD,3HOD_1,1,3HOD.A,A,A,PASS,
3HQ5,3HQ5_1,1,3HQ5.B,B,B,PASS,
3HQ5,3HQ5_1,1,3HQ5.A,A,A,PASS,
3HVL,3HVL_1,1,3HVL.B,B,B,PASS,
3HVL,3HVL_1,1,3HVL.A,A,A,PASS,
3HZF,3HZF_1,1,3HZF.A,A,A,PASS,
3IA6,3IA6_1,1,3IA6.B,B,B,PASS,
3IA6,3IA6_1,1,3IA6.A,A,A,PASS,
3ILZ,3ILZ_1,1,3ILZ.A,A,A,PASS,
3IMY,3IMY_1,1,3IMY.A,A,A,PASS,
3IPQ,3IPQ_1,1,3IPQ.A,A,A,PASS,
3IPS,3IPS_1,1,3IPS.B,B,B,PASS,
3IPS,3IPS_1,1,3IPS.A,A,A,PASS,
3IPU,3IPU_1,1,3IPU.B,B,B,PASS,
3IPU,3IPU_1,1,3IPU.A,A,A,PASS,
3JZB,3JZB_1,1,3JZB.A,A,A,PASS,
3JZC,3JZC_1,1,3JZC.A,A,A,PASS,
3K22,3K22_1,1,3K22.C,C,B,PASS,
3K22,3K22_1,1,3K22.A,A,A,PASS,
3K23,3K23_1,1,3K23.E,E,C,PASS,
3K23,3K23_1,1,3K23.C,C,B,PASS,
3K23,3K23_1,1,3K23.A,A,A,PASS,
3K6P,3K6P_1,1,3K6P.A,A,A,PASS,
3K8S,3K8S_1,1,3K8S.B,B,B,PASS,
3K8S,3K8S_1,1,3K8S.A,A,A,PASS,
3KBA,3KBA_1,1,3KBA.B,B,B,PASS,
3KBA,3KBA_1,1,3KBA.A,A,A,PASS,
3KDT,3KDT_1,1,3KDT.B,B,B,PASS,
3KDT,3KDT_1,1,3KDT.A,A,A,PASS,
3KDU,3KDU_1,1,3KDU.B,B,B,PASS,
3KDU,3KDU_1,1,3KDU.A,A,A,PASS,
3KFC,3KFC_1,1,3KFC.D,D,D,PASS,
3KFC,3KFC_1,1,3KFC.C,C,C,PASS,
3KFC,3KFC_1,1,3KFC.B,B,B,PASS,
3KFC,3KFC_1,1,3KFC.A,A,A,PASS,
3KMG,3KMG_1,1,3KMG.C,C,D,PASS,
3KMG,3KMG_1,1,3KMG.A,A,A,PASS,
3KMR,3KMR_1,1,3KMR.A,A,A,PASS,
3KMZ,3KMZ_1,1,3KMZ.C,C,A,PASS,
3KMZ,3KMZ_1,1,3KMZ.A,A,B,PASS,
3KPZ,3KPZ_1,1,3KPZ.A,A,A,PASS,
3KWY,3KWY_1,1,3KWY.A,A,A,PASS,
3KYT,3KYT_1,1,3KYT.A,A,A,PASS,
3L03,3L03_1,1,3L03.B,B,B,PASS,
3L03,3L03_1,1,3L03.A,A,A,PASS,
3L0E,3L0E_1,1,3L0E.A,A,A,PASS,
3L0J,3L0J_1,1,3L0J.A,A,A,PASS,
3L0L,3L0L_1,1,3L0L.C,C,B,PASS,
3L0L,3L0L_1,1,3L0L.A,A,A,PASS,
3L1B,3L1B_1,1,3L1B.A,A,A,PASS,
3L3X,3L3X_1,1,3L3X.A,A,A,PASS,
3L3Z,3L3Z_1,1,3L3Z.A,A,A,PASS,
3LBD,3LBD_1,1,3LBD.A,A,A,PASS,
3LMP,3LMP_1,1,3LMP.A,A,A,PASS,
3M7R,3M7R_1,1,3M7R.A,A,A,PASS,
3N00,3N00_1,1,3N00.A,A,A,PASS,
3NOA,3NOA_1,1,3NOA.B,B,B,PASS,
3NOA,3NOA_1,1,3NOA.A,A,A,PASS,
3NSP,3NSP_1,1,3NSP.B,B,B,PASS,
3NSP,3NSP_1,1,3NSP.A,A,A,PASS,
3NSQ,3NSQ_1,1,3NSQ.B,B,B,PASS,
3NSQ,3NSQ_1,1,3NSQ.A,A,A,PASS,
3OAP,3OAP_1,1,3OAP.A,A,A,PASS,
3OGT,3OGT_1,1,3OGT.A,A,A,PASS,
3OKH,3OKH_1,1,3OKH.A,A,A,PASS,
3OKI,3OKI_1,1,3OKI.C,C,C,PASS,
3OKI,3OKI_1,1,3OKI.A,A,A,PASS,
3OLF,3OLF_1,1,3OLF.C,C,C,PASS,
3OLF,3OLF_1,1,3OLF.A,A,A,PASS,
3OLL,3OLL_1,1,3OLL.B,B,B,PASS,
3OLL,3OLL_1,1,3OLL.A,A,A,PASS,
3OLS,3OLS_1,1,3OLS.B,B,B,PASS,
3OLS,3OLS_1,1,3OLS.A,A,A,PASS,
3OMK,3OMK_1,1,3OMK.C,C,C,PASS,
3OMK,3OMK_1,1,3OMK.A,A,A,PASS,
3OMM,3OMM_1,1,3OMM.C,C,C,PASS,
3OMM,3OMM_1,1,3OMM.A,A,A,PASS,
3OMO,3OMO_1,1,3OMO.B,B,B,PASS,
3OMO,3OMO_1,1,3OMO.A,A,A,PASS,
3OMP,3OMP_1,1,3OMP.B,B,B,PASS,
3OMP,3OMP_1,1,3OMP.A,A,A,PASS,
3OMQ,3OMQ_1,1,3OMQ.B,B,B,PASS,
3OMQ,3OMQ_1,1,3OMQ.A,A,A,PASS,
3OOF,3OOF_1,1,3OOF.C,C,C,PASS,
3OOF,3OOF_1,1,3OOF.A,A,A,PASS,
3OOK,3OOK_1,1,3OOK.C,C,C,PASS,
3OOK,3OOK_1,1,3OOK.A,A,A,PASS,
3OS8,3OS8_1,1,3OS8.B,B,B,PASS,
3OS8,3OS8_1,1,3OS8.A,A,A,PASS,
3OS8,3OS8_2,2,3OS8.D,D,D,PASS,
3OS8,3OS8_2,2,3OS8.C,C,C,PASS,
3OS9,3OS9_1,1,3OS9.A,A,A,PASS,
3OS9,3OS9_1,1,3OS9.C,C,C,PASS,
3OS9,3OS9_1,1,3OS9.D,D,D,PASS,
3OS9,3OS9_1,1,3OS9.B,B,B,PASS,
3OSA,3OSA_1,1,3OSA.D,D,D,PASS,
3OSA,3OSA_1,1,3OSA.C,C,C,PASS,
3OSA,3OSA_1,1,3OSA.B,B,B,PASS,
3OSA,3OSA_1,1,3OSA.A,A,A,PASS,
3OSI,3OSI_1,1,3OSI.B,B,B,PASS,
3OSI,3OSI_1,1,3OSI.A,A,A,PASS,
3OSW,3OSW_1,1,3OSW.B,B,B,PASS,
3OSW,3OSW_1,1,3OSW.A,A,A,PASS,
3OZ0,3OZ0_1,1,3OZ0.A,A,A,PASS,
3OZJ,3OZJ_1,1,3OZJ.C,C,C,PASS,
3OZJ,3OZJ_1,1,3OZJ.A,A,A,PASS,
3P0U,3P0U_1,1,3P0U.B,B,B,PASS,
3P0U,3P0U_1,1,3P0U.A,A,A,PASS,
3P88,3P88_1,1,3P88.A,A,A,PASS,
3P89,3P89_1,1,3P89.A,A,A,PASS,
3P8X,3P8X_1,1,3P8X.A,A,A,PASS,
3PBA,3PBA_1,1,3PBA.B,B,B,PASS,
3PBA,3PBA_1,1,3PBA.A,A,A,PASS,
3PCU,3PCU_1,1,3PCU.A,A,A,PASS,
3PEQ,3PEQ_1,1,3PEQ.B,B,B,PASS,
3PEQ,3PEQ_1,1,3PEQ.A,A,A,PASS,
3PLZ,3PLZ_1,1,3PLZ.C,C,B,PASS,
3PLZ,3PLZ_1,1,3PLZ.A,A,A,PASS,
3PO9,3PO9_1,1,3PO9.B,B,B,PASS,
3PO9,3PO9_1,1,3PO9.A,A,A,PASS,
3PRG,3PRG_1,1,3PRG.A,A,A,PASS,
3Q95,3Q95_1,1,3Q95.A,A,A,PASS,
3Q95,3Q95_2,2,3Q95.B,B,B,PASS,
3QT0,3QT0_1,1,3QT0.A,A,A,PASS,
3R29,3R29_1,1,3R29.B,B,B,PASS,
3R29,3R29_1,1,3R29.A,A,A,PASS,
3R2A,3R2A_1,1,3R2A.D,D,D,PASS,
3R2A,3R2A_1,1,3R2A.C,C,C,PASS,
3R2A,3R2A_1,1,3R2A.B,B,B,PASS,
3R2A,3R2A_1,1,3R2A.A,A,A,PASS,
3R5M,3R5M_1,1,3R5M.C,C,C,PASS,
3R5M,3R5M_1,1,3R5M.A,A,A,PASS,
3R5N,3R5N_1,1,3R5N.A,A,A,PASS,
3R8A,3R8A_1,1,3R8A.B,B,B,PASS,
3R8A,3R8A_1,1,3R8A.A,A,A,PASS,
3R8D,3R8D_1,1,3R8D.A,A,A,PASS,
3R8I,3R8I_1,1,3R8I.B,B,B,PASS,
3R8I,3R8I_1,1,3R8I.A,A,A,PASS,
3RLJ,3RLJ_1,1,3RLJ.A,A,A,PASS,
3RLL,3RLL_1,1,3RLL.A,A,A,PASS,
3RUT,3RUT_1,1,3RUT.A,A,A,PASS,
3RUU,3RUU_1,1,3RUU.A,A,A,PASS,
3RVF,3RVF_1,1,3RVF.A,A,A,PASS,
3S9S,3S9S_1,1,3S9S.A,A,A,PASS,
3SP6,3SP6_1,1,3SP6.A,A,A,PASS,
3SP9,3SP9_1,1,3SP9.B,B,B,PASS,
3SP9,3SP9_1,1,3SP9.A,A,A,PASS,
3SZ1,3SZ1_1,1,3SZ1.B,B,B,PASS,
3SZ1,3SZ1_1,1,3SZ1.A,A,A,PASS,
