uniprot_id,nr_code,common_name,group,pdb_id,polymer_entity_id,entity_id,lbd_start,lbd_end,lbd_length,lbd_definition,lbd_coordinate_system,mapped_reference_residues_total,mapped_lbd_residues,lbd_mapping_coverage,mapped_non_lbd_residues,mapping_overlaps_lbd,mapping_fully_spans_lbd_reference_interval,mapped_dbd_residues,dbd_mapping_coverage,mapping_overlaps_dbd,lbd_mapping_category,alignment_regions_json,mapping_status,mapping_notes
P03372,NR3A1,ERα,Steroid hormone receptors,5KCE,5KCE_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KCF,5KCF_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KCT,5KCT_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KCU,5KCU_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KCW,5KCW_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KD9,5KD9_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KR9,5KR9_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRA,5KRA_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRC,5KRC_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRF,5KRF_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRH,5KRH_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRI,5KRI_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRJ,5KRJ_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRK,5KRK_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRL,5KRL_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRM,5KRM_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5KRO,5KRO_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5N10,5N10_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,12,0,0.0,12,False,False,0,0.0,False,NO_LBD_OVERLAP,"[{""query_begin"":584,""query_end"":595,""target_begin"":4,""target_end"":15}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5T0X,5T0X_2,2,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,19,0,0.0,19,False,False,0,0.0,False,NO_LBD_OVERLAP,"[{""query_begin"":287,""query_end"":305,""target_begin"":1,""target_end"":19}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5T1Z,5T1Z_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,237,1.0,13,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":305,""query_end"":554,""target_begin"":1,""target_end"":250}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5T92,5T92_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,253,237,1.0,16,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":301,""query_end"":553,""target_begin"":2,""target_end"":254}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5T97,5T97_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,253,237,1.0,16,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":301,""query_end"":553,""target_begin"":2,""target_end"":254}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLD,5TLD_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLF,5TLF_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLG,5TLG_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLL,5TLL_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLM,5TLM_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLO,5TLO_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLP,5TLP_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLT,5TLT_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLU,5TLU_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLV,5TLV_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLX,5TLX_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TLY,5TLY_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM1,5TM1_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM2,5TM2_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM3,5TM3_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM4,5TM4_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM5,5TM5_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM6,5TM6_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM7,5TM7_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM8,5TM8_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TM9,5TM9_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TML,5TML_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMM,5TMM_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMO,5TMO_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMQ,5TMQ_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMR,5TMR_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMS,5TMS_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMT,5TMT_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMU,5TMU_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMV,5TMV_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMW,5TMW_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TMZ,5TMZ_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN1,5TN1_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN3,5TN3_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN4,5TN4_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN5,5TN5_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN6,5TN6_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN7,5TN7_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN8,5TN8_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TN9,5TN9_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5TNB,5TNB_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5U2B,5U2B_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5U2D,5U2D_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5UFW,5UFW_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,237,1.0,12,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":306,""query_end"":554,""target_begin"":1,""target_end"":249}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5UFX,5UFX_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,237,1.0,12,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":306,""query_end"":554,""target_begin"":1,""target_end"":249}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5W9C,5W9C_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,237,1.0,12,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":306,""query_end"":554,""target_begin"":1,""target_end"":249}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5W9D,5W9D_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,237,1.0,12,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":306,""query_end"":554,""target_begin"":1,""target_end"":249}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5WGD,5WGD_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,258,237,1.0,21,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,5WGQ,5WGQ_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,258,237,1.0,21,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":297,""query_end"":554,""target_begin"":4,""target_end"":261}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6B0F,6B0F_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,253,237,1.0,16,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":301,""query_end"":553,""target_begin"":2,""target_end"":254}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6C42,6C42_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,249,237,1.0,12,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":306,""query_end"":554,""target_begin"":1,""target_end"":249}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6CBZ,6CBZ_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,237,1.0,13,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":305,""query_end"":554,""target_begin"":1,""target_end"":250}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6CBZ,6CBZ_2,2,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,250,237,1.0,13,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":305,""query_end"":554,""target_begin"":1,""target_end"":250}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6CHW,6CHW_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,246,237,1.0,9,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":306,""query_end"":551,""target_begin"":1,""target_end"":246}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6CHZ,6CHZ_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,248,237,1.0,11,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":307,""query_end"":554,""target_begin"":16,""target_end"":263}]",PASS,
P03372,NR3A1,ERα,Steroid hormone receptors,6CZN,6CZN_1,1,311,547,237,UNIPROT_PROSITE_NR_LBD,UNIPROT_CANONICAL_1_BASED_INCLUSIVE,257,237,1.0,20,True,True,0,0.0,False,NEAR_COMPLETE_LBD,"[{""query_begin"":298,""query_end"":554,""target_begin"":1,""target_end"":257}]",PASS,
