uniprot_id,nr_code,common_name,pdb_id,polymer_entity_id,instance_count,min_coverage,max_coverage,median_coverage,coverage_range,count_ge_100pct,count_ge_99pct,count_ge_95pct,count_ge_90pct,count_ge_80pct,flag
P03372,NR3A1,ERα,5TLX,5TLX_1,2,0.957806,0.991561,0.9746835,0.03375499999999998,0,1,2,2,2,
P03372,NR3A1,ERα,5TLY,5TLY_1,2,0.949367,0.966245,0.9578059999999999,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5TM1,5TM1_1,2,0.902954,0.940928,0.921941,0.03797399999999995,0,0,0,2,2,
P03372,NR3A1,ERα,5TM2,5TM2_1,2,0.894515,0.957806,0.9261604999999999,0.0632910000000001,0,0,1,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5TM3,5TM3_1,2,0.945148,0.987342,0.966245,0.042194000000000065,0,0,1,2,2,
P03372,NR3A1,ERα,5TM4,5TM4_1,2,0.890295,0.932489,0.911392,0.042194000000000065,0,0,0,1,2,
P03372,NR3A1,ERα,5TM5,5TM5_1,2,0.949367,0.978903,0.964135,0.029536000000000007,0,0,1,2,2,
P03372,NR3A1,ERα,5TM6,5TM6_1,2,0.953586,0.991561,0.9725735,0.03797499999999998,0,1,2,2,2,
P03372,NR3A1,ERα,5TM7,5TM7_1,2,0.945148,0.983122,0.964135,0.03797400000000006,0,0,1,2,2,
P03372,NR3A1,ERα,5TM8,5TM8_1,2,0.92827,0.962025,0.9451475,0.03375499999999998,0,0,1,2,2,
P03372,NR3A1,ERα,5TM9,5TM9_1,2,0.864979,0.881857,0.873418,0.01687799999999995,0,0,0,0,2,
P03372,NR3A1,ERα,5TML,5TML_1,2,0.940928,0.987342,0.964135,0.046414000000000066,0,0,1,2,2,
P03372,NR3A1,ERα,5TMM,5TMM_1,2,0.907173,0.915612,0.9113925,0.008438999999999974,0,0,0,2,2,
P03372,NR3A1,ERα,5TMO,5TMO_1,2,0.957806,0.978903,0.9683545,0.02109699999999992,0,0,2,2,2,
P03372,NR3A1,ERα,5TMQ,5TMQ_1,2,0.957806,0.987342,0.972574,0.029536000000000007,0,0,2,2,2,
P03372,NR3A1,ERα,5TMR,5TMR_1,2,0.966245,0.987342,0.9767935000000001,0.021097000000000032,0,0,2,2,2,
P03372,NR3A1,ERα,5TMS,5TMS_1,2,0.957806,0.983122,0.970464,0.025316000000000005,0,0,2,2,2,
P03372,NR3A1,ERα,5TMT,5TMT_1,2,0.953586,0.970464,0.962025,0.01687799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,5TMU,5TMU_1,2,0.957806,0.987342,0.972574,0.029536000000000007,0,0,2,2,2,
P03372,NR3A1,ERα,5TMV,5TMV_1,2,0.962025,0.974684,0.9683545,0.012658999999999976,0,0,2,2,2,
P03372,NR3A1,ERα,5TMW,5TMW_1,2,0.970464,0.978903,0.9746835,0.008438999999999974,0,0,2,2,2,
P03372,NR3A1,ERα,5TMZ,5TMZ_1,2,0.962025,0.991561,0.976793,0.029536000000000007,0,1,2,2,2,
P03372,NR3A1,ERα,5TN1,5TN1_1,2,0.987342,0.991561,0.9894515,0.004218999999999973,0,1,2,2,2,
P03372,NR3A1,ERα,5TN3,5TN3_1,2,0.966245,0.987342,0.9767935000000001,0.021097000000000032,0,0,2,2,2,
P03372,NR3A1,ERα,5TN4,5TN4_1,2,0.957806,0.991561,0.9746835,0.03375499999999998,0,1,2,2,2,
P03372,NR3A1,ERα,5TN5,5TN5_1,2,0.957806,0.962025,0.9599155,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,5TN6,5TN6_1,2,0.940928,0.966245,0.9535865,0.025317000000000034,0,0,1,2,2,
P03372,NR3A1,ERα,5TN7,5TN7_1,2,0.966245,0.966245,0.966245,0.0,0,0,2,2,2,
P03372,NR3A1,ERα,5TN8,5TN8_1,2,0.932489,0.974684,0.9535865,0.04219499999999998,0,0,1,2,2,
P03372,NR3A1,ERα,5TN9,5TN9_1,4,0.864979,0.92827,0.907173,0.06329099999999999,0,0,0,2,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5TNB,5TNB_1,4,0.881857,0.945148,0.934599,0.06329099999999999,0,0,0,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5U2B,5U2B_1,6,0.907173,0.974684,0.9198310000000001,0.06751099999999999,0,0,2,6,6,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,5U2D,5U2D_1,2,0.949367,0.987342,0.9683545,0.03797500000000009,0,0,1,2,2,
P03372,NR3A1,ERα,5UFW,5UFW_1,2,0.945148,0.987342,0.966245,0.042194000000000065,0,0,1,2,2,
P03372,NR3A1,ERα,5UFX,5UFX_1,2,0.953586,0.974684,0.964135,0.02109799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,5W9C,5W9C_1,4,0.945148,0.974684,0.962025,0.029536000000000007,0,0,3,4,4,
P03372,NR3A1,ERα,5W9D,5W9D_1,2,0.983122,0.991561,0.9873415000000001,0.008438999999999974,0,1,2,2,2,
P03372,NR3A1,ERα,5WGD,5WGD_1,2,0.915612,0.949367,0.9324895,0.03375499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,5WGQ,5WGQ_1,2,0.940928,0.962025,0.9514765000000001,0.021097000000000032,0,0,1,2,2,
P03372,NR3A1,ERα,6B0F,6B0F_1,2,0.767932,0.852321,0.8101265,0.08438900000000005,0,0,0,0,1,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6C42,6C42_1,2,0.92827,0.983122,0.9556960000000001,0.05485200000000001,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6CZN,6CZN_1,2,0.877637,0.911392,0.8945145,0.03375499999999998,0,0,0,1,2,
P03372,NR3A1,ERα,6D0F,6D0F_1,2,0.877637,0.898734,0.8881855000000001,0.021097000000000032,0,0,0,0,2,
P03372,NR3A1,ERα,6DF6,6DF6_1,4,0.907173,0.970464,0.9578055000000001,0.06329099999999999,0,0,3,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6DFN,6DFN_1,4,0.898734,0.966245,0.9303794999999999,0.06751099999999999,0,0,1,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6OWC,6OWC_1,2,0.953586,0.974684,0.964135,0.02109799999999995,0,0,2,2,2,
P03372,NR3A1,ERα,6PET,6PET_1,4,0.907173,0.987342,0.9556960000000001,0.08016900000000005,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6PFM,6PFM_1,2,0.92827,0.974684,0.951477,0.046413999999999955,0,0,1,2,2,
P03372,NR3A1,ERα,6PSJ,6PSJ_1,2,0.890295,0.949367,0.919831,0.05907200000000001,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6SBO,6SBO_1,2,0.974684,0.987342,0.981013,0.012658000000000058,0,0,2,2,2,
P03372,NR3A1,ERα,6SQ0,6SQ0_1,2,0.881857,0.911392,0.8966244999999999,0.029534999999999978,0,0,0,1,2,
P03372,NR3A1,ERα,6SUO,6SUO_1,2,0.848101,0.907173,0.877637,0.05907200000000001,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,6V87,6V87_1,2,0.886076,0.890295,0.8881855,0.004218999999999973,0,0,0,0,2,
P03372,NR3A1,ERα,6V8T,6V8T_1,2,0.864979,0.886076,0.8755275,0.02109699999999992,0,0,0,0,2,
P03372,NR3A1,ERα,6VGH,6VGH_1,2,0.936709,0.940928,0.9388185,0.004218999999999973,0,0,0,2,2,
P03372,NR3A1,ERα,6VJD,6VJD_1,4,0.970464,0.987342,0.974684,0.01687800000000006,0,0,4,4,4,
P03372,NR3A1,ERα,6VPF,6VPF_1,4,0.978903,0.995781,0.978903,0.01687800000000006,0,1,4,4,4,
P03372,NR3A1,ERα,6WOK,6WOK_1,4,0.92827,0.962025,0.9514765000000001,0.03375499999999998,0,0,2,4,4,
P03372,NR3A1,ERα,6ZOQ,6ZOQ_1,2,0.92827,0.932489,0.9303795,0.004218999999999973,0,0,0,2,2,
P03372,NR3A1,ERα,6ZOR,6ZOR_1,2,0.936709,0.949367,0.943038,0.012657999999999947,0,0,0,2,2,
P03372,NR3A1,ERα,6ZOS,6ZOS_1,2,0.966245,0.970464,0.9683545,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,7JHD,7JHD_1,2,0.919831,0.924051,0.9219409999999999,0.0042200000000000015,0,0,0,2,2,
P03372,NR3A1,ERα,7KBS,7KBS_1,2,0.966245,0.991561,0.9789030000000001,0.025316000000000005,0,1,2,2,2,
P03372,NR3A1,ERα,7MSA,7MSA_1,4,0.92827,0.966245,0.934599,0.03797499999999998,0,0,1,4,4,
P03372,NR3A1,ERα,7N9O,7N9O_1,4,0.970464,0.987342,0.983122,0.01687800000000006,0,0,4,4,4,
P03372,NR3A1,ERα,7NDO,7NDO_1,2,0.978903,0.991561,0.985232,0.012658000000000058,0,1,2,2,2,
P03372,NR3A1,ERα,7NEL,7NEL_1,2,0.991561,1.0,0.9957805,0.008438999999999974,1,2,2,2,2,
P03372,NR3A1,ERα,7NFB,7NFB_1,2,0.991561,1.0,0.9957805,0.008438999999999974,1,2,2,2,2,
P03372,NR3A1,ERα,7QVJ,7QVJ_1,2,0.949367,0.970464,0.9599154999999999,0.021097000000000032,0,0,1,2,2,
P03372,NR3A1,ERα,7QVL,7QVL_1,2,0.919831,0.936709,0.9282699999999999,0.01687800000000006,0,0,0,2,2,
P03372,NR3A1,ERα,7RKE,7RKE_1,2,0.915612,0.949367,0.9324895,0.03375499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,7RNM,7RNM_1,2,0.907173,0.949367,0.9282699999999999,0.042193999999999954,0,0,0,2,2,
P03372,NR3A1,ERα,7RRX,7RRX_1,4,0.886076,0.974684,0.936709,0.08860800000000002,0,0,2,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7RRY,7RRY_1,4,0.860759,0.953586,0.921941,0.09282699999999999,0,0,1,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7RRZ,7RRZ_1,4,0.894515,0.966245,0.943038,0.07173000000000007,0,0,1,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7RS0,7RS0_1,4,0.860759,0.995781,0.9388185,0.13502199999999998,0,1,2,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7RS1,7RS1_1,4,0.898734,0.957806,0.940928,0.05907200000000001,0,0,1,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7RS2,7RS2_1,4,0.936709,0.974684,0.9599155,0.03797499999999998,0,0,3,4,4,
P03372,NR3A1,ERα,7RS3,7RS3_1,4,0.810127,0.966245,0.8881855000000001,0.15611799999999998,0,0,1,2,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7RS4,7RS4_1,4,0.970464,1.0,0.9894515,0.029536000000000007,1,2,4,4,4,
P03372,NR3A1,ERα,7RS7,7RS7_1,4,0.936709,0.983122,0.9810125000000001,0.04641300000000004,0,0,3,4,4,
P03372,NR3A1,ERα,7RS8,7RS8_1,3,0.932489,0.949367,0.945148,0.01687799999999995,0,0,0,3,3,
P03372,NR3A1,ERα,7RS9,7RS9_1,4,0.919831,0.995781,0.951477,0.07595000000000007,0,1,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7SFO,7SFO_1,2,0.915612,0.949367,0.9324895,0.03375499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,7T2X,7T2X_1,2,0.881857,0.940928,0.9113925,0.059070999999999985,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7UJ7,7UJ7_1,4,0.873418,0.919831,0.907173,0.04641299999999993,0,0,0,2,4,
P03372,NR3A1,ERα,7UJ8,7UJ8_1,2,0.886076,0.890295,0.8881855,0.004218999999999973,0,0,0,0,2,
P03372,NR3A1,ERα,7UJC,7UJC_1,2,0.894515,0.936709,0.915612,0.042194000000000065,0,0,0,1,2,
P03372,NR3A1,ERα,7UJF,7UJF_1,4,0.957806,0.983122,0.964135,0.025316000000000005,0,0,4,4,4,
P03372,NR3A1,ERα,7UJM,7UJM_1,4,0.966245,0.991561,0.981013,0.025316000000000005,0,1,4,4,4,
P03372,NR3A1,ERα,7UJO,7UJO_1,4,0.966245,0.991561,0.9767935,0.025316000000000005,0,1,4,4,4,
P03372,NR3A1,ERα,7UJW,7UJW_1,4,0.85654,0.898734,0.8691985,0.042194000000000065,0,0,0,0,4,
P03372,NR3A1,ERα,7UJY,7UJY_1,4,0.940928,0.957806,0.943038,0.01687800000000006,0,0,1,4,4,
P03372,NR3A1,ERα,7WNV,7WNV_1,4,0.890295,0.936709,0.9177215000000001,0.046414000000000066,0,0,0,3,4,
P03372,NR3A1,ERα,7Y8F,7Y8F_1,2,0.894515,0.949367,0.9219409999999999,0.05485200000000001,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,7Y8G,7Y8G_1,2,0.957806,0.962025,0.9599155,0.004218999999999973,0,0,2,2,2,
P03372,NR3A1,ERα,7YMK,7YMK_1,2,0.898734,0.949367,0.9240505,0.05063299999999993,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DU6,8DU6_1,2,0.924051,0.953586,0.9388185,0.02953500000000009,0,0,1,2,2,
P03372,NR3A1,ERα,8DU8,8DU8_1,2,0.898734,0.970464,0.934599,0.07172999999999996,0,0,1,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DU9,8DU9_1,2,0.886076,0.932489,0.9092825,0.04641300000000004,0,0,0,1,2,
P03372,NR3A1,ERα,8DUB,8DUB_1,2,0.907173,0.953586,0.9303795,0.04641300000000004,0,0,1,2,2,
P03372,NR3A1,ERα,8DUG,8DUG_1,2,0.890295,0.949367,0.919831,0.05907200000000001,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DUH,8DUH_1,2,0.911392,0.962025,0.9367084999999999,0.05063300000000004,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DUI,8DUI_1,2,0.869198,0.949367,0.9092825,0.08016899999999993,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DUK,8DUK_1,4,0.919831,0.978903,0.9514769999999999,0.05907200000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DUS,8DUS_1,6,0.902954,0.974684,0.9409285000000001,0.07172999999999996,0,0,3,6,6,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DV5,8DV5_1,2,0.940928,0.957806,0.9493670000000001,0.01687800000000006,0,0,1,2,2,
P03372,NR3A1,ERα,8DV7,8DV7_1,2,0.907173,0.962025,0.934599,0.05485200000000001,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DV8,8DV8_1,2,0.860759,0.911392,0.8860755,0.05063299999999993,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8DVB,8DVB_1,2,0.932489,0.983122,0.9578055000000001,0.05063300000000004,0,0,1,2,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8EV2,8EV2_1,2,0.953586,0.957806,0.9556960000000001,0.0042200000000000015,0,0,2,2,2,
P03372,NR3A1,ERα,8VV1,8VV1_1,2,0.886076,0.957806,0.921941,0.07173000000000007,0,0,1,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8VYT,8VYT_1,4,0.907173,0.974684,0.9451475,0.06751099999999999,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8VYX,8VYX_1,4,0.911392,0.966245,0.9493670000000001,0.05485300000000004,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8VZ0,8VZ0_1,4,0.902954,0.978903,0.9388185,0.07594899999999993,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8VZ1,8VZ1_1,4,0.919831,0.983122,0.940928,0.0632910000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8VZP,8VZP_1,4,0.890295,0.970464,0.9493670000000001,0.08016900000000005,0,0,2,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8VZQ,8VZQ_1,4,0.894515,0.974684,0.962025,0.08016900000000005,0,0,3,3,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8W03,8W03_1,4,0.919831,0.995781,0.9746835,0.07595000000000007,0,2,3,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,8W07,8W07_1,4,0.907173,0.962025,0.9493670000000001,0.05485200000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,9B25,9B25_1,4,0.953586,0.995781,0.981013,0.04219499999999998,0,2,4,4,4,
P03372,NR3A1,ERα,9B2B,9B2B_1,4,0.890295,0.953586,0.9240505,0.0632910000000001,0,0,2,2,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,9BPX,9BPX_1,2,0.936709,0.962025,0.9493670000000001,0.025316000000000005,0,0,1,2,2,
P03372,NR3A1,ERα,9BQE,9BQE_1,2,0.860759,0.932489,0.8966240000000001,0.07172999999999996,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,9BU1,9BU1_1,2,0.860759,0.92827,0.8945145000000001,0.06751099999999999,0,0,0,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,9EBG,9EBG_2,2,0.957806,1.0,0.9789030000000001,0.042193999999999954,1,1,2,2,2,
P03372,NR3A1,ERα,9ECK,9ECK_1,4,0.907173,0.962025,0.940928,0.05485200000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P03372,NR3A1,ERα,9VT5,9VT5_1,2,0.873418,0.919831,0.8966244999999999,0.04641299999999993,0,0,0,1,2,
P03372,NR3A1,ERα,9VTU,9VTU_1,2,0.911392,0.949367,0.9303794999999999,0.03797499999999998,0,0,0,2,2,
P03372,NR3A1,ERα,9W11,9W11_1,2,0.949367,0.991561,0.970464,0.042194000000000065,0,1,1,2,2,
P03372,NR3A1,ERα,9W12,9W12_1,2,0.949367,0.991561,0.970464,0.042194000000000065,0,1,1,2,2,
P03372,NR3A1,ERα,9W13,9W13_1,2,0.945148,0.987342,0.966245,0.042194000000000065,0,0,1,2,2,
P03372,NR3A1,ERα,9WB2,9WB2_1,2,0.953586,0.987342,0.970464,0.03375600000000001,0,0,2,2,2,
P04150,NR3C1,GR,1M2Z,1M2Z_1,2,0.995745,1.0,0.9978724999999999,0.004255000000000009,1,2,2,2,2,
P04150,NR3C1,GR,1P93,1P93_1,4,0.965957,0.974468,0.974468,0.008511000000000046,0,0,4,4,4,
P04150,NR3C1,GR,3CLD,3CLD_1,2,0.948936,0.957447,0.9531915,0.008511000000000046,0,0,1,2,2,
P04150,NR3C1,GR,3E7C,3E7C_1,2,0.965957,0.978723,0.97234,0.012766000000000055,0,0,2,2,2,
P04150,NR3C1,GR,3H52,3H52_1,4,0.92766,0.982979,0.9595745,0.05531900000000001,0,0,2,4,4,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P04150,NR3C1,GR,3K22,3K22_1,2,0.987234,0.987234,0.987234,0.0,0,0,2,2,2,
P04150,NR3C1,GR,3K23,3K23_1,3,0.965957,0.987234,0.974468,0.02127699999999999,0,0,3,3,3,
P04150,NR3C1,GR,4MDD,4MDD_1,2,0.897872,0.974468,0.93617,0.076596,0,0,1,1,2,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P04150,NR3C1,GR,4P6X,4P6X_1,6,0.991489,1.0,1.0,0.008511000000000046,5,6,6,6,6,
P04150,NR3C1,GR,5UC3,5UC3_1,2,0.940426,0.944681,0.9425535,0.004255000000000009,0,0,0,2,2,
P04150,NR3C1,GR,6DXK,6DXK_1,2,0.974468,0.974468,0.974468,0.0,0,0,2,2,2,
P04150,NR3C1,GR,6YMO,6YMO_2,2,0.021277,0.025532,0.0234045,0.004254999999999998,0,0,0,0,0,
P04150,NR3C1,GR,6YO8,6YO8_2,4,0.029787,0.029787,0.029787,0.0,0,0,0,0,0,
P04150,NR3C1,GR,7PRV,7PRV_1,2,0.982979,0.987234,0.9851065,0.004254999999999898,0,0,2,2,2,
P04150,NR3C1,GR,7PRW,7PRW_1,2,0.991489,0.991489,0.991489,0.0,0,2,2,2,2,
P04150,NR3C1,GR,8A9G,8A9G_2,2,0.029787,0.029787,0.029787,0.0,0,0,0,0,0,
P04150,NR3C1,GR,8VKZ,8VKZ_1,2,0.93617,0.940426,0.938298,0.0042560000000000375,0,0,0,2,2,
P06401,NR3C3,PR,1A28,1A28_1,2,0.982979,0.987234,0.9851065,0.004254999999999898,0,0,2,2,2,
P06401,NR3C3,PR,1E3K,1E3K_1,2,0.982979,0.987234,0.9851065,0.004254999999999898,0,0,2,2,2,
P06401,NR3C3,PR,1SQN,1SQN_1,2,0.974468,0.978723,0.9765955,0.004255000000000009,0,0,2,2,2,
P06401,NR3C3,PR,1SR7,1SR7_1,2,0.978723,0.982979,0.980851,0.0042560000000000375,0,0,2,2,2,
P06401,NR3C3,PR,1ZUC,1ZUC_1,2,0.987234,0.987234,0.987234,0.0,0,0,2,2,2,
P06401,NR3C3,PR,2W8Y,2W8Y_1,2,0.982979,0.982979,0.982979,0.0,0,0,2,2,2,
P06401,NR3C3,PR,38KC,38KC_1,2,0.965957,0.982979,0.974468,0.017022000000000093,0,0,2,2,2,
P06401,NR3C3,PR,3D90,3D90_1,2,0.974468,0.978723,0.9765955,0.004255000000000009,0,0,2,2,2,
P06401,NR3C3,PR,3G8O,3G8O_1,2,0.982979,0.982979,0.982979,0.0,0,0,2,2,2,
P06401,NR3C3,PR,3HQ5,3HQ5_1,2,0.965957,0.987234,0.9765955,0.02127699999999999,0,0,2,2,2,
P06401,NR3C3,PR,3KBA,3KBA_1,2,0.953191,0.987234,0.9702124999999999,0.034042999999999934,0,0,2,2,2,
P06401,NR3C3,PR,3ZR7,3ZR7_1,2,0.965957,0.982979,0.974468,0.017022000000000093,0,0,2,2,2,
P06401,NR3C3,PR,3ZRA,3ZRA_1,2,0.982979,0.982979,0.982979,0.0,0,0,2,2,2,
P06401,NR3C3,PR,3ZRB,3ZRB_1,2,0.982979,0.982979,0.982979,0.0,0,0,2,2,2,
P06401,NR3C3,PR,4A2J,4A2J_1,2,0.982979,0.982979,0.982979,0.0,0,0,2,2,2,
P06401,NR3C3,PR,4APU,4APU_1,2,0.982979,0.982979,0.982979,0.0,0,0,2,2,2,
P08235,NR3C2,MR,1Y9R,1Y9R_1,2,0.912134,0.920502,0.916318,0.008368000000000042,0,0,0,2,2,
P08235,NR3C2,MR,1YA3,1YA3_1,3,0.887029,0.899582,0.895397,0.012553000000000036,0,0,0,0,3,
P08235,NR3C2,MR,2AA5,2AA5_1,2,0.974895,0.979079,0.976987,0.0041840000000000765,0,0,2,2,2,
P08235,NR3C2,MR,2AA6,2AA6_1,2,0.991632,0.995816,0.993724,0.0041840000000000765,0,2,2,2,2,
P08235,NR3C2,MR,2AAX,2AAX_1,2,0.987448,0.995816,0.9916320000000001,0.008368000000000042,0,1,2,2,2,
P08235,NR3C2,MR,2AB2,2AB2_1,2,0.995816,0.995816,0.995816,0.0,0,2,2,2,2,
P08235,NR3C2,MR,2ABI,2ABI_1,3,0.887029,0.903766,0.903766,0.016737000000000002,0,0,0,2,3,
P08235,NR3C2,MR,2OAX,2OAX_1,6,0.899582,0.920502,0.901674,0.02092000000000005,0,0,0,3,6,
P08235,NR3C2,MR,5HCV,5HCV_1,3,0.895397,0.912134,0.895397,0.016737000000000002,0,0,0,1,3,
P08235,NR3C2,MR,6L88,6L88_1,4,0.694561,0.74477,0.717573,0.05020900000000006,0,0,0,0,0,INSTANCE_COVERAGE_HETEROGENEITY_REVIEW
P10275,NR3C4,AR,5JJM,5JJM_1,3,0.99569,1.0,1.0,0.004310000000000036,2,3,3,3,3,
P10276,NR1B1,RARα,3KMZ,3KMZ_1,2,0.931915,0.931915,0.931915,0.0,0,0,0,2,2,
P10276,NR1B1,RARα,4DQM,4DQM_1,2,0.991489,0.991489,0.991489,0.0,0,2,2,2,2,
P10276,NR1B1,RARα,7APO,7APO_1,2,0.987234,0.991489,0.9893615,0.004255000000000009,0,1,2,2,2,
P10588,NR2F6,EAR-2,8C5L,8C5L_1,2,0.816594,0.816594,0.816594,0.0,0,0,0,0,2,
P10826,NR1B2,RARβ,4DM6,4DM6_1,2,0.991489,0.995745,0.993617,0.0042560000000000375,0,2,2,2,2,
P10826,NR1B2,RARβ,4DM8,4DM8_1,2,0.970213,0.995745,0.982979,0.025532,0,1,2,2,2,
P10826,NR1B2,RARβ,4JYG,4JYG_1,2,0.991489,0.991489,0.991489,0.0,0,2,2,2,2,
P10826,NR1B2,RARβ,4JYH,4JYH_1,2,0.991489,0.991489,0.991489,0.0,0,2,2,2,2,
P10826,NR1B2,RARβ,4JYI,4JYI_1,2,0.991489,0.991489,0.991489,0.0,0,2,2,2,2,
P10826,NR1B2,RARβ,6SSQ,6SSQ_1,2,0.991489,0.991489,0.991489,0.0,0,2,2,2,2,
P10828,NR1A2,TRβ,1BSX,1BSX_1,2,0.967347,0.967347,0.967347,0.0,0,0,2,2,2,
P10828,NR1A2,TRβ,1N46,1N46_1,2,0.95102,0.987755,0.9693875000000001,0.03673500000000007,0,0,2,2,2,
P10828,NR1A2,TRβ,2PIN,2PIN_1,2,0.971429,0.995918,0.9836735,0.024488999999999983,0,1,2,2,2,
P10828,NR1A2,TRβ,3D57,3D57_1,2,0.971429,0.987755,0.979592,0.016326000000000063,0,0,2,2,2,
P10828,NR1A2,TRβ,9J0K,9J0K_1,2,0.955102,0.97551,0.965306,0.02040799999999998,0,0,2,2,2,
P11474,NR3B1,ERRα,2PJL,2PJL_1,2,0.921397,0.921397,0.921397,0.0,0,0,0,2,2,
P11474,NR3B1,ERRα,3D24,3D24_1,2,0.912664,0.930131,0.9213975000000001,0.01746700000000001,0,0,0,2,2,
P11474,NR3B1,ERRα,7E2E,7E2E_1,2,0.930131,0.930131,0.930131,0.0,0,0,0,2,2,
P19793,NR2B1,RXRα,1FBY,1FBY_1,2,0.913793,0.922414,0.9181035,0.00862099999999999,0,0,0,2,2,
P19793,NR2B1,RXRα,1FM6,1FM6_1,2,1.0,1.0,1.0,0.0,2,2,2,2,2,
P19793,NR2B1,RXRα,1G1U,1G1U_1,4,0.974138,0.982759,0.982759,0.0086210000000001,0,0,4,4,4,
