uniprot_id,nr_code,common_name,group,query_uniprot_id,polymer_entity_id,pdb_id,entity_id,query_retrieved_at_utc
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ALR_2,8ALR,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ALT_2,8ALT,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ALV_2,8ALV,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ALW_2,8ALW,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AM7_2,8AM7,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ANF_2,8ANF,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AOY_2,8AOY,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8APS_2,8APS,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AQ1_2,8AQ1,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AQC_2,8AQC,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AQE_2,8AQE,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AQZ_2,8AQZ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AR4_2,8AR4,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AR5_2,8AR5,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARG_2,8ARG,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARO_2,8ARO,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARQ_2,8ARQ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARR_2,8ARR,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARW_2,8ARW,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARX_2,8ARX,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARY_2,8ARY,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ARZ_2,8ARZ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AS1_2,8AS1,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AT9_2,8AT9,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8ATP_2,8ATP,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AU2_2,8AU2,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AUS_2,8AUS,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AUY_2,8AUY,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AV3_2,8AV3,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AV4_2,8AV4,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AV7_2,8AV7,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AV8_2,8AV8,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AWG_2,8AWG,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AXE_2,8AXE,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AXU_2,8AXU,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8AZE_2,8AZE,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8B39_2,8B39,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BWJ_2,8BWJ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BWX_2,8BWX,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BWZ_2,8BWZ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BX0_2,8BX0,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BX3_2,8BX3,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BX4_2,8BX4,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BXI_2,8BXI,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BXM_2,8BXM,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BXN_2,8BXN,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BXO_2,8BXO,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BXQ_2,8BXQ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BXS_2,8BXS,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BY9_2,8BY9,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYB_2,8BYB,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYC_2,8BYC,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYD_2,8BYD,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYE_2,8BYE,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYF_2,8BYF,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYG_2,8BYG,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYO_2,8BYO,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYY_2,8BYY,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BYZ_2,8BYZ,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZ0_2,8BZ0,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZ9_2,8BZ9,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZA_2,8BZA,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZB_2,8BZB,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZC_2,8BZC,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZD_2,8BZD,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZE_2,8BZE,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZF_2,8BZF,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZG_2,8BZG,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZH_2,8BZH,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZT_2,8BZT,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8BZW_2,8BZW,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8C04_2,8C04,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8C0K_2,8C0K,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8C0L_2,8C0L,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8C42_2,8C42,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8C4F_2,8C4F,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8C4G_2,8C4G,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DU6_1,8DU6,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DU8_1,8DU8,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DU9_1,8DU9,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUB_1,8DUB,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUC_1,8DUC,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUD_1,8DUD,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUG_1,8DUG,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUH_1,8DUH,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUI_1,8DUI,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUK_1,8DUK,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DUS_1,8DUS,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DV5_1,8DV5,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DV7_1,8DV7,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DV8_1,8DV8,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8DVB_1,8DVB,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8EV1_1,8EV1,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8EV1_2,8EV1,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8EV2_1,8EV2,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VV1_1,8VV1,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VYT_1,8VYT,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VYX_1,8VYX,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VZ0_1,8VZ0,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VZ1_1,8VZ1,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VZP_1,8VZP,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8VZQ_1,8VZQ,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8W03_1,8W03,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,8W07_1,8W07,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9B25_1,9B25,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9B2B_1,9B2B,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9BPX_1,9BPX,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9BQE_1,9BQE,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9BU1_1,9BU1,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9EBG_2,9EBG,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9ECK_1,9ECK,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6S_2,9I6S,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6T_2,9I6T,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6U_2,9I6U,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6V_2,9I6V,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6W_2,9I6W,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6X_2,9I6X,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6Y_2,9I6Y,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I6Z_2,9I6Z,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I70_2,9I70,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I71_2,9I71,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I72_2,9I72,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I73_2,9I73,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I74_2,9I74,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9I75_2,9I75,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9SV3_3,9SV3,3,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9VT5_1,9VT5,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9VTU_1,9VTU,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9W11_1,9W11,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9W12_1,9W12,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9W13_1,9W13,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9WB2_1,9WB2,1,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9Y7E_2,9Y7E,2,2026-09-23T16:40:37.689933+00:00
P03372,NR3A1,ERα,Steroid hormone receptors,P03372,9YC4_2,9YC4,2,2026-09-23T16:40:37.689933+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1L2J_1,1L2J,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1NDE_1,1NDE,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1QKM_1,1QKM,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1U3Q_1,1U3Q,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1U3R_1,1U3R,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1U3S_1,1U3S,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1U9E_1,1U9E,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1X76_1,1X76,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1X78_1,1X78,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1X7B_1,1X7B,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1X7J_1,1X7J,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1YY4_1,1YY4,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1YYE_1,1YYE,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,1ZAF_1,1ZAF,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2FSZ_1,2FSZ,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2GIU_1,2GIU,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2I0G_1,2I0G,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2JJ3_1,2JJ3,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2NV7_1,2NV7,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2QTU_1,2QTU,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2YJD_1,2YJD,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2YLY_1,2YLY,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,2Z4B_1,2Z4B,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,3OLL_1,3OLL,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,3OLS_1,3OLS,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,3OMO_1,3OMO,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,3OMP_1,3OMP,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,3OMQ_1,3OMQ,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,4J24_1,4J24,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,4J26_1,4J26,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,4ZI1_1,4ZI1,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,5TOA_1,5TOA,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,7XVY_1,7XVY,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,7XVZ_1,7XVZ,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,7XWP_1,7XWP,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,7XWQ_1,7XWQ,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,7XWR_1,7XWR,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,9EBL_1,9EBL,1,2026-09-23T16:40:40.419519+00:00
Q92731,NR3A2,ERβ,Steroid hormone receptors,Q92731,9ECF_1,9ECF,1,2026-09-23T16:40:40.419519+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,1M2Z_1,1M2Z,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,1NHZ_1,1NHZ,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,1P93_1,1P93,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,3BQD_1,3BQD,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,3CLD_1,3CLD,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,3E7C_1,3E7C,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,3H52_1,3H52,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,3K22_1,3K22,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,3K23_1,3K23,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4CSJ_1,4CSJ,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4HN5_1,4HN5,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4HN6_1,4HN6,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4LSJ_1,4LSJ,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4MDD_1,4MDD,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4P6W_1,4P6W,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4P6X_1,4P6X,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4UDC_1,4UDC,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,4UDD_1,4UDD,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5CBX_1,5CBX,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5CBY_1,5CBY,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5CBZ_1,5CBZ,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5CC1_1,5CC1,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5E69_1,5E69,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5E6A_1,5E6A,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5E6B_1,5E6B,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5E6C_1,5E6C,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5E6D_3,5E6D,3,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5EMC_2,5EMC,2,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5EMP_1,5EMP,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5EMQ_3,5EMQ,3,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5G3J_1,5G3J,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5G5W_1,5G5W,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5NFP_1,5NFP,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5NFT_1,5NFT,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5UC3_1,5UC3,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5VA0_1,5VA0,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,5VA7_1,5VA7,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6BQU_1,6BQU,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6CFN_1,6CFN,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6DXK_1,6DXK,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6EL6_1,6EL6,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6EL7_1,6EL7,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6EL9_1,6EL9,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6X6D_1,6X6D,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6X6E_1,6X6E,1,2026-09-23T16:40:44.097000+00:00
P04150,NR3C1,GR,Steroid hormone receptors,P04150,6YMO_2,6YMO,2,2026-09-23T16:40:44.097000+00:00
