polymer_entity_id,pdb_id,entity_id,mapped_database_name,mapped_uniprot_accession,alignment_regions_json,query_project_uniprot,is_project_receptor_accession,is_query_receptor_accession,duplicate_mapping_for_same_accession,aligned_region_count,reference_intervals_overlap,entity_intervals_overlap,computed_reference_sequence_coverage,computed_entity_sequence_coverage
3B67_1,3B67,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":672,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.270652,1.0
3B66_1,3B66,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":672,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.270652,1.0
3B65_1,3B65,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":672,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.270652,1.0
3B5R_1,3B5R,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":672,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.270652,1.0
3B3K_1,3B3K,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3B1M_1,3B1M,1,UniProt,P37231,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":234,""length"":272,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.538614,0.961131
3B0W_1,3B0W,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":243,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,1.0
3B0T_1,3B0T,1,UniProt,P11473,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":254,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,0.996063
3B0R_1,3B0R,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":231,""length"":274,""entity_end_seq_id"":274,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.542574,1.0
3B0Q_1,3B0Q,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":231,""length"":274,""entity_end_seq_id"":274,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.542574,1.0
3AZ3_1,3AZ3,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3AZ2_1,3AZ2,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3AZ1_1,3AZ1,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3AX8_1,3AX8,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3AUR_1,3AUR,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3AUQ_1,3AUQ,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3AN4_1,3AN4,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3AN3_1,3AN3,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3ADX_1,3ADX,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
3ADW_1,3ADW,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
3ADV_1,3ADV,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
3ADU_1,3ADU,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
3ADT_1,3ADT,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
3ADS_1,3ADS,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
3A9E_2,3A9E,2,UniProt,P10276,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":153,""length"":269,""entity_end_seq_id"":269,""ref_end_seq_id"":421}]",P10276,True,True,False,1,False,False,0.582251,1.0
3A78_1,3A78,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3A40_1,3A40,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3A3Z_1,3A3Z,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3A2J_1,3A2J,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
3A2I_1,3A2I,1,UniProt,P11473,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":118,""length"":259,""entity_end_seq_id"":263,""ref_end_seq_id"":376}]",P11473,True,True,False,1,False,False,0.606557,0.984791
38KC_1,38KC,1,UniProt,P06401,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":677,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":933}]",P06401,True,True,False,1,False,False,0.275456,0.996124
2ZY0_1,2ZY0,1,UniProt,P19793,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":240,""entity_end_seq_id"":240,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.519481,1.0
2ZXZ_1,2ZXZ,1,UniProt,P19793,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":240,""entity_end_seq_id"":240,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.519481,1.0
2ZVT_1,2ZVT,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZNQ_1,2ZNQ,1,UniProt,Q03181,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":170,""length"":272,""entity_end_seq_id"":276,""ref_end_seq_id"":441}]",Q03181,True,True,False,1,False,False,0.61678,0.985507
2ZNP_1,2ZNP,1,UniProt,Q03181,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":170,""length"":272,""entity_end_seq_id"":276,""ref_end_seq_id"":441}]",Q03181,True,True,False,1,False,False,0.61678,0.985507
2ZNO_1,2ZNO,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZNN_1,2ZNN,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
2ZKC_1,2ZKC,1,UniProt,P62508,"[{""entity_beg_seq_id"":7,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":243,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.971311
2ZK6_1,2ZK6,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZK5_1,2ZK5,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZK4_1,2ZK4,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZK3_1,2ZK3,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZK2_1,2ZK2,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZK1_1,2ZK1,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZK0_1,2ZK0,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
2ZBS_1,2ZBS,1,UniProt,P62508,"[{""entity_beg_seq_id"":7,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":243,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.971311
2ZAS_1,2ZAS,1,UniProt,P62508,"[{""entity_beg_seq_id"":7,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":243,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.971311
2Z4J_2,2Z4J,2,UniProt,Q15466,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":115,""length"":10,""entity_end_seq_id"":10,""ref_end_seq_id"":124}]",Q15466,True,True,False,1,False,False,0.038911,1.0
2Z4J_1,2Z4J,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":672,""length"":248,""entity_end_seq_id"":248,""ref_end_seq_id"":919}]",P10275,True,True,False,1,False,False,0.269565,1.0
2Z4B_1,2Z4B,1,UniProt,Q92731,"[{""entity_beg_seq_id"":8,""ref_beg_seq_id"":256,""length"":250,""entity_end_seq_id"":257,""ref_end_seq_id"":505}]",Q92731,True,True,False,1,False,False,0.471698,0.972763
2YLY_1,2YLY,1,UniProt,Q92731,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":260,""length"":240,""entity_end_seq_id"":240,""ref_end_seq_id"":499}]",Q92731,True,True,False,1,False,False,0.45283,1.0
2YLQ_1,2YLQ,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":665,""length"":256,""entity_end_seq_id"":256,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.278261,1.0
2YLP_1,2YLP,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":665,""length"":256,""entity_end_seq_id"":256,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.278261,1.0
2YLO_1,2YLO,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":665,""length"":256,""entity_end_seq_id"":256,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.278261,1.0
2YJD_1,2YJD,1,UniProt,Q92731,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":261,""length"":240,""entity_end_seq_id"":240,""ref_end_seq_id"":500}]",Q92731,True,True,False,1,False,False,0.45283,1.0
2YJA_2,2YJA,2,UniProt,P03372,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":299,""length"":253,""entity_end_seq_id"":255,""ref_end_seq_id"":551}]",P03372,True,True,False,1,False,False,0.42521,0.992157
2YHD_1,2YHD,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":672,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.270652,1.0
2YFE_1,2YFE,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":287,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.986063
2YAT_1,2YAT,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":301,""length"":251,""entity_end_seq_id"":252,""ref_end_seq_id"":551}]",P03372,True,True,False,1,False,False,0.421849,0.996032
2XYX_1,2XYX,1,UniProt,Q03181,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":165,""length"":277,""entity_end_seq_id"":288,""ref_end_seq_id"":441}]",Q03181,True,True,False,1,False,False,0.628118,0.961806
2XYW_1,2XYW,1,UniProt,Q03181,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":165,""length"":277,""entity_end_seq_id"":288,""ref_end_seq_id"":441}]",Q03181,True,True,False,1,False,False,0.628118,0.961806
2XYJ_1,2XYJ,1,UniProt,Q03181,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":165,""length"":277,""entity_end_seq_id"":288,""ref_end_seq_id"":441}]",Q03181,True,True,False,1,False,False,0.628118,0.961806
2XKW_1,2XKW,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":274,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,1.0
2W8Y_1,2W8Y,1,UniProt,P06401,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":678,""length"":256,""entity_end_seq_id"":260,""ref_end_seq_id"":933}]",P06401,True,True,False,1,False,False,0.274384,0.984615
2VV4_2,2VV4,2,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VV4_1,2VV4,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VV3_1,2VV3,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VV2_1,2VV2,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VV1_2,2VV1,2,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VV1_1,2VV1,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VV0_1,2VV0,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VST_1,2VST,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2VSR_1,2VSR,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
2V7C_1,2V7C,1,UniProt,Q14995,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":386,""length"":194,""entity_end_seq_id"":194,""ref_end_seq_id"":579}]",Q14995,True,True,False,1,False,False,0.33506,1.0
2V0V_1,2V0V,1,UniProt,Q14995,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":386,""length"":194,""entity_end_seq_id"":194,""ref_end_seq_id"":579}]",Q14995,True,True,False,1,False,False,0.33506,1.0
2REW_1,2REW,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":196,""length"":273,""entity_end_seq_id"":277,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.583333,0.98556
2R6Y_1,2R6Y,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":304,""length"":248,""entity_end_seq_id"":248,""ref_end_seq_id"":551}]",P03372,True,True,False,1,False,False,0.416807,1.0
2R6W_1,2R6W,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":304,""length"":248,""entity_end_seq_id"":248,""ref_end_seq_id"":551}]",P03372,True,True,False,1,False,False,0.416807,1.0
2QZO_2,2QZO,2,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QZO_1,2QZO,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QXS_1,2QXS,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QXM_1,2QXM,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QW4_1,2QW4,1,UniProt,P22736,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":347,""length"":252,""entity_end_seq_id"":273,""ref_end_seq_id"":598}]",P22736,True,True,False,1,False,False,0.421405,0.923077
2QTU_1,2QTU,1,UniProt,Q92731,"[{""entity_beg_seq_id"":8,""ref_beg_seq_id"":256,""length"":250,""entity_end_seq_id"":257,""ref_end_seq_id"":505}]",Q92731,True,True,False,1,False,False,0.471698,0.972763
2QSE_1,2QSE,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QR9_1,2QR9,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QNV_1,2QNV,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
2QMV_1,2QMV,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":235,""length"":270,""entity_end_seq_id"":270,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.534653,1.0
2QH6_1,2QH6,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QGW_1,2QGW,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QGT_1,2QGT,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QE4_1,2QE4,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":304,""length"":248,""entity_end_seq_id"":248,""ref_end_seq_id"":551}]",P03372,True,True,False,1,False,False,0.416807,1.0
2QAB_1,2QAB,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QA8_2,2QA8,2,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QA8_1,2QA8,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2QA6_1,2QA6,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":258,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,0.996124
2Q8S_1,2Q8S,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":271,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,1.0
2Q7L_1,2Q7L,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":664,""length"":257,""entity_end_seq_id"":257,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.279348,1.0
2Q7K_2,2Q7K,2,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":20,""length"":11,""entity_end_seq_id"":11,""ref_end_seq_id"":30}]",P10275,True,True,False,1,False,False,0.011957,1.0
2Q7K_1,2Q7K,1,UniProt,P10275,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":664,""length"":257,""entity_end_seq_id"":257,""ref_end_seq_id"":920}]",P10275,True,True,False,1,False,False,0.279348,1.0
3WMH_1,3WMH,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3WJ5_1,3WJ5,1,UniProt,P37231,"[{""entity_beg_seq_id"":6,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,0.981884
3WJ4_1,3WJ4,1,UniProt,P37231,"[{""entity_beg_seq_id"":6,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,0.981884
3WGP_1,3WGP,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3WFG_1,3WFG,1,UniProt,P08235,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":712,""length"":273,""entity_end_seq_id"":275,""ref_end_seq_id"":984}]",P08235,True,True,False,1,False,False,0.277439,0.992727
3WFF_1,3WFF,1,UniProt,P08235,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":712,""length"":273,""entity_end_seq_id"":275,""ref_end_seq_id"":984}]",P08235,True,True,False,1,False,False,0.277439,0.992727
3W0Y_1,3W0Y,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3W0C_1,3W0C,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3W0A_1,3W0A,1,UniProt,P11473,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":120,""length"":253,""entity_end_seq_id"":253,""ref_end_seq_id"":372}]",P11473,True,True,False,1,False,False,0.592506,1.0
3VSP_1,3VSP,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3VSO_1,3VSO,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3VN2_1,3VN2,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":225,""length"":281,""entity_end_seq_id"":285,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.556436,0.985965
3VJI_1,3VJI,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3VJH_1,3VJH,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.986014
3VI8_1,3VI8,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
