pdb_id,polymer_entity_id,entity_id,instance_id,label_asym_id,auth_asym_id,instance_metadata_status,instance_metadata_notes,uniprot_id,experimental_methods,resolution_combined_min,resolution_combined_max,r_free_min,r_free_max,lbd_start,lbd_end,mapped_lbd_residues,lbd_mapping_coverage,lbd_mapping_category,taxonomy_audit_status,multi_uniprot_entity,nr_code,common_name,group
2PKL,2PKL_1,1,2PKL.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",2.49,2.49,0.26,0.26,669,900,231,0.99569,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2PNU,2PNU_1,1,2PNU.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.65,1.65,0.205,0.205,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2POB,2POB_1,1,2POB.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.27302,0.27302,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2POB,2POB_1,1,2POB.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.27302,0.27302,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2POG,2POG_1,1,2POG.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.84,1.84,0.252,0.252,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2POG,2POG_1,1,2POG.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.84,1.84,0.252,0.252,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2PRG,2PRG_1,1,2PRG.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.264,0.264,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2PRG,2PRG_1,1,2PRG.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.264,0.264,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q3Y,2Q3Y_2,2,2Q3Y.B,B,B,PASS,,Q15466,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.24,0.24,16,257,10,0.041322,TRACE_LBD,,False,NR0B2,SHP,Orphan receptors
2Q59,2Q59_1,1,2Q59.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.23,0.23,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q59,2Q59_2,2,2Q59.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.23,0.23,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q5G,2Q5G_1,1,2Q5G.B,B,B,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.305,0.305,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2Q5G,2Q5G_1,1,2Q5G.A,A,A,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.305,0.305,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2Q5P,2Q5P_1,1,2Q5P.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.247,0.247,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q5P,2Q5P_1,1,2Q5P.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.247,0.247,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q5S,2Q5S_1,1,2Q5S.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.05,2.05,0.245,0.245,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q5S,2Q5S_1,1,2Q5S.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.05,2.05,0.245,0.245,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q61,2Q61_1,1,2Q61.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.197,2.197,0.229,0.229,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q61,2Q61_1,1,2Q61.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.197,2.197,0.229,0.229,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q6J,2Q6J_1,1,2Q6J.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.297,0.297,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2Q6J,2Q6J_1,1,2Q6J.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.297,0.297,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2Q6R,2Q6R_1,1,2Q6R.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.407,2.407,0.284,0.284,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q6R,2Q6R_1,1,2Q6R.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.407,2.407,0.284,0.284,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q6S,2Q6S_1,1,2Q6S.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.264,0.264,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q6S,2Q6S_1,1,2Q6S.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.264,0.264,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q70,2Q70_1,1,2Q70.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.95,1.95,0.303,0.303,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2Q70,2Q70_1,1,2Q70.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.95,1.95,0.303,0.303,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2Q7I,2Q7I_1,1,2Q7I.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.87,1.87,0.21714,0.21714,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2Q7I,2Q7I_2,2,2Q7I.B,B,B,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.87,1.87,0.21714,0.21714,669,900,0,0.0,NO_LBD_OVERLAP,,False,NR3C4,AR,Steroid hormone receptors
2Q7J,2Q7J_1,1,2Q7J.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.9,1.9,0.22027,0.22027,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2Q7K,2Q7K_1,1,2Q7K.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.8,1.8,0.20856,0.20856,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2Q7K,2Q7K_2,2,2Q7K.B,B,B,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.8,1.8,0.20856,0.20856,669,900,0,0.0,NO_LBD_OVERLAP,,False,NR3C4,AR,Steroid hormone receptors
2Q7L,2Q7L_1,1,2Q7L.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",1.92,1.92,0.22051,0.22051,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2Q8S,2Q8S_1,1,2Q8S.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.28223,0.28223,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2Q8S,2Q8S_1,1,2Q8S.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.28223,0.28223,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2QA6,2QA6_1,1,2QA6.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.6,2.6,0.249,0.249,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QA6,2QA6_1,1,2QA6.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.6,2.6,0.249,0.249,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QA8,2QA8_1,1,2QA8.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.264,0.264,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QA8,2QA8_2,2,2QA8.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.264,0.264,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QAB,2QAB_1,1,2QAB.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.89,1.89,0.27,0.27,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QAB,2QAB_1,1,2QAB.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.89,1.89,0.27,0.27,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QE4,2QE4_1,1,2QE4.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.279,0.279,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QE4,2QE4_1,1,2QE4.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.279,0.279,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QGT,2QGT_1,1,2QGT.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.15,2.15,0.24,0.24,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QGT,2QGT_1,1,2QGT.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.15,2.15,0.24,0.24,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QGW,2QGW_1,1,2QGW.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.39,2.39,0.296,0.296,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QGW,2QGW_1,1,2QGW.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.39,2.39,0.296,0.296,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QH6,2QH6_1,1,2QH6.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.291,0.291,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QH6,2QH6_1,1,2QH6.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.291,0.291,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QMV,2QMV_1,1,2QMV.A,A,A,PASS,,P37231,"[""SOLUTION NMR""]",,,,,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2QNV,2QNV_1,1,2QNV.A,A,A,PASS,,O75469,"[""X-RAY DIFFRACTION""]",2.8,2.8,0.284,0.284,146,433,288,1.0,NEAR_COMPLETE_LBD,,False,NR1I2,PXR,Nutritional sensors
2QR9,2QR9_1,1,2QR9.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.262,0.262,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QR9,2QR9_1,1,2QR9.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.262,0.262,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QSE,2QSE_1,1,2QSE.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.225,0.225,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QSE,2QSE_1,1,2QSE.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.225,0.225,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QTU,2QTU_1,1,2QTU.B,B,B,PASS,,Q92731,"[""X-RAY DIFFRACTION""]",2.53,2.53,0.279,0.279,264,498,235,1.0,NEAR_COMPLETE_LBD,,False,NR3A2,ERβ,Steroid hormone receptors
2QTU,2QTU_1,1,2QTU.A,A,A,PASS,,Q92731,"[""X-RAY DIFFRACTION""]",2.53,2.53,0.279,0.279,264,498,235,1.0,NEAR_COMPLETE_LBD,,False,NR3A2,ERβ,Steroid hormone receptors
2QW4,2QW4_1,1,2QW4.D,D,D,PASS,,P22736,"[""X-RAY DIFFRACTION""]",2.8,2.8,0.292,0.292,360,595,236,1.0,NEAR_COMPLETE_LBD,,False,NR4A1,NUR77,Nutritional sensors
2QW4,2QW4_1,1,2QW4.C,C,C,PASS,,P22736,"[""X-RAY DIFFRACTION""]",2.8,2.8,0.292,0.292,360,595,236,1.0,NEAR_COMPLETE_LBD,,False,NR4A1,NUR77,Nutritional sensors
2QW4,2QW4_1,1,2QW4.B,B,B,PASS,,P22736,"[""X-RAY DIFFRACTION""]",2.8,2.8,0.292,0.292,360,595,236,1.0,NEAR_COMPLETE_LBD,,False,NR4A1,NUR77,Nutritional sensors
2QW4,2QW4_1,1,2QW4.A,A,A,PASS,,P22736,"[""X-RAY DIFFRACTION""]",2.8,2.8,0.292,0.292,360,595,236,1.0,NEAR_COMPLETE_LBD,,False,NR4A1,NUR77,Nutritional sensors
2QXM,2QXM_1,1,2QXM.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.296,0.296,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QXM,2QXM_1,1,2QXM.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.296,0.296,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QXS,2QXS_1,1,2QXS.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.7,1.7,0.216,0.216,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QXS,2QXS_1,1,2QXS.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.7,1.7,0.216,0.216,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QZO,2QZO_1,1,2QZO.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.72,1.72,0.221,0.221,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2QZO,2QZO_2,2,2QZO.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.72,1.72,0.221,0.221,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2R6W,2R6W_1,1,2R6W.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.25734,0.25734,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2R6W,2R6W_1,1,2R6W.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.25734,0.25734,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2R6Y,2R6Y_1,1,2R6Y.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.27098,0.27098,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2R6Y,2R6Y_1,1,2R6Y.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.27098,0.27098,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2REW,2REW_1,1,2REW.A,A,A,PASS,,Q07869,"[""X-RAY DIFFRACTION""]",2.35,2.35,0.245,0.245,239,466,228,1.0,NEAR_COMPLETE_LBD,,False,NR1C1,PPARα,Nutritional sensors
2V0V,2V0V_1,1,2V0V.D,D,D,PASS,,Q14995,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2195,0.2195,369,579,194,0.919431,SUBSTANTIAL_LBD,,False,NR1D2,Rev-erbβ,Nutritional sensors
2V0V,2V0V_1,1,2V0V.C,C,C,PASS,,Q14995,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2195,0.2195,369,579,194,0.919431,SUBSTANTIAL_LBD,,False,NR1D2,Rev-erbβ,Nutritional sensors
2V0V,2V0V_1,1,2V0V.B,B,B,PASS,,Q14995,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2195,0.2195,369,579,194,0.919431,SUBSTANTIAL_LBD,,False,NR1D2,Rev-erbβ,Nutritional sensors
2V0V,2V0V_1,1,2V0V.A,A,A,PASS,,Q14995,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2195,0.2195,369,579,194,0.919431,SUBSTANTIAL_LBD,,False,NR1D2,Rev-erbβ,Nutritional sensors
2V7C,2V7C_1,1,2V7C.B,B,B,PASS,,Q14995,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.28,0.28,369,579,194,0.919431,SUBSTANTIAL_LBD,,False,NR1D2,Rev-erbβ,Nutritional sensors
2V7C,2V7C_1,1,2V7C.A,A,A,PASS,,Q14995,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.28,0.28,369,579,194,0.919431,SUBSTANTIAL_LBD,,False,NR1D2,Rev-erbβ,Nutritional sensors
2VSR,2VSR_1,1,2VSR.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.05,2.05,0.266,0.266,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VSR,2VSR_1,1,2VSR.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.05,2.05,0.266,0.266,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VST,2VST_1,1,2VST.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.35,2.35,0.274,0.274,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VST,2VST_1,1,2VST.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.35,2.35,0.274,0.274,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV0,2VV0_1,1,2VV0.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.55,2.55,0.261,0.261,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV0,2VV0_1,1,2VV0.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.55,2.55,0.261,0.261,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV1,2VV1_1,1,2VV1.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.277,0.277,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV1,2VV1_2,2,2VV1.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.277,0.277,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV2,2VV2_1,1,2VV2.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.75,2.75,0.263,0.263,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV2,2VV2_1,1,2VV2.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.75,2.75,0.263,0.263,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV3,2VV3_1,1,2VV3.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.85,2.85,0.252,0.252,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV3,2VV3_1,1,2VV3.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.85,2.85,0.252,0.252,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV4,2VV4_1,1,2VV4.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.35,2.35,0.252,0.252,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2VV4,2VV4_2,2,2VV4.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.35,2.35,0.252,0.252,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2W8Y,2W8Y_1,1,2W8Y.B,B,B,PASS,,P06401,"[""X-RAY DIFFRACTION""]",1.8,1.8,0.218,0.218,679,913,235,1.0,NEAR_COMPLETE_LBD,,False,NR3C3,PR,Steroid hormone receptors
2W8Y,2W8Y_1,1,2W8Y.A,A,A,PASS,,P06401,"[""X-RAY DIFFRACTION""]",1.8,1.8,0.218,0.218,679,913,235,1.0,NEAR_COMPLETE_LBD,,False,NR3C3,PR,Steroid hormone receptors
2XKW,2XKW_1,1,2XKW.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.02,2.02,0.202,0.202,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2XKW,2XKW_1,1,2XKW.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.02,2.02,0.202,0.202,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2XYJ,2XYJ_1,1,2XYJ.B,B,B,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.25,0.25,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2XYJ,2XYJ_1,1,2XYJ.A,A,A,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.25,0.25,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2XYW,2XYW_1,1,2XYW.B,B,B,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",3.14,3.14,0.2465,0.2465,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2XYW,2XYW_1,1,2XYW.A,A,A,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",3.14,3.14,0.2465,0.2465,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2XYX,2XYX_1,1,2XYX.B,B,B,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.2637,0.2637,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2XYX,2XYX_1,1,2XYX.A,A,A,PASS,,Q03181,"[""X-RAY DIFFRACTION""]",2.7,2.7,0.2637,0.2637,211,439,229,1.0,NEAR_COMPLETE_LBD,,False,NR1C2,PPARδ,Nutritional sensors
2YAT,2YAT_1,1,2YAT.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.602,2.602,0.2277,0.2277,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2YFE,2YFE_1,1,2YFE.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.25385,0.25385,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2YFE,2YFE_1,1,2YFE.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.25385,0.25385,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
2YHD,2YHD_1,1,2YHD.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.25912,0.25912,669,900,229,0.987069,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2YJA,2YJA_2,2,2YJA.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.82,1.82,0.2342,0.2342,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
2YJD,2YJD_1,1,2YJD.B,B,B,PASS,,Q92731,"[""X-RAY DIFFRACTION""]",1.93,1.93,0.2602,0.2602,264,498,235,1.0,NEAR_COMPLETE_LBD,,False,NR3A2,ERβ,Steroid hormone receptors
2YJD,2YJD_1,1,2YJD.A,A,A,PASS,,Q92731,"[""X-RAY DIFFRACTION""]",1.93,1.93,0.2602,0.2602,264,498,235,1.0,NEAR_COMPLETE_LBD,,False,NR3A2,ERβ,Steroid hormone receptors
2YLO,2YLO_1,1,2YLO.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",2.5,2.5,0.28865,0.28865,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2YLP,2YLP_1,1,2YLP.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.24944,0.24944,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2YLQ,2YLQ_1,1,2YLQ.A,A,A,PASS,,P10275,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.27188,0.27188,669,900,232,1.0,NEAR_COMPLETE_LBD,,False,NR3C4,AR,Steroid hormone receptors
2YLY,2YLY_1,1,2YLY.B,B,B,PASS,,Q92731,"[""X-RAY DIFFRACTION""]",3.2,3.2,0.2749,0.2749,264,498,235,1.0,NEAR_COMPLETE_LBD,,False,NR3A2,ERβ,Steroid hormone receptors
2YLY,2YLY_1,1,2YLY.A,A,A,PASS,,Q92731,"[""X-RAY DIFFRACTION""]",3.2,3.2,0.2749,0.2749,264,498,235,1.0,NEAR_COMPLETE_LBD,,False,NR3A2,ERβ,Steroid hormone receptors
