anomaly_type,uniprot_id,nr_code,pdb_id,polymer_entity_id,details,review_status
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P28702"",""P55055""]",,5KYJ,,"PDB entry 5KYJ contains polymer entities mapped to 2 distinct project receptors: ['P28702', 'P55055']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P10826"",""P19793""]",,5UAN,,"PDB entry 5UAN contains polymer entities mapped to 2 distinct project receptors: ['P10826', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q96RI1""]",,5Z12,,"PDB entry 5Z12 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q96RI1']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q96RI1""]",,6A5Y,,"PDB entry 6A5Y contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q96RI1']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q96RI1""]",,6A5Z,,"PDB entry 6A5Z contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q96RI1']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q96RI1""]",,6A60,,"PDB entry 6A60 contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q96RI1']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P10276"",""P19793""]",,6XWG,,"PDB entry 6XWG contains polymer entities mapped to 2 distinct project receptors: ['P10276', 'P19793']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
PDB_ENTRY_MULTIPLE_PROJECT_RECEPTORS,"[""P19793"",""Q96RI1""]",,8HBM,,"PDB entry 8HBM contains polymer entities mapped to 2 distinct project receptors: ['P19793', 'Q96RI1']. This is entry-level co-occurrence of separate polymer entities — NOT the same as one polymer entity mapping to multiple UniProt accessions (see ENTITY_MULTI_MAPPED_UNIPROT rows). No physical interaction/heterodimerization is claimed here beyond co-occurrence in the same deposited entry; that would require examining assembly-level contacts, which this stage does not do.",REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,Q14994,NR1I3,,,CAR (NR1I3): only 2 experimental polymer entity/entities found.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,Q14541,NR2A2,,,HNF4γ (NR2A2): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
ZERO_CANDIDATE_RECEPTOR,Q92753,NR1F2,,,RORβ (NR1F2): query_status=SUCCEEDED_ZERO_RESULTS — the Search API query succeeded and returned 0 experimental polymer entities. This is NOT an API failure.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,P48443,NR2B3,,,RXRγ (NR2B3): only 2 experimental polymer entity/entities found.,REVIEW_NEEDED
ZERO_CANDIDATE_RECEPTOR,P13056,NR2C1,,,TR2 (NR2C1): query_status=SUCCEEDED_ZERO_RESULTS — the Search API query succeeded and returned 0 experimental polymer entities. This is NOT an API failure.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,P10589,NR2F1,,,COUP-TFI (NR2F1): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,P24468,NR2F2,,,COUP-TFII (NR2F2): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,P51843,NR0B1,,,DAX-1 (NR0B1): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,P10588,NR2F6,,,EAR-2 (NR2F6): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
ZERO_CANDIDATE_RECEPTOR,Q15406,NR6A1,,,GCNF (NR6A1): query_status=SUCCEEDED_ZERO_RESULTS — the Search API query succeeded and returned 0 experimental polymer entities. This is NOT an API failure.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,Q92570,NR4A3,,,NOR-1 (NR4A3): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,Q9Y5X4,NR2E3,,,PNR (NR2E3): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
LOW_CANDIDATE_COUNT_RECEPTOR,Q9Y466,NR2E1,,,TLX (NR2E1): only 1 experimental polymer entity/entities found.,REVIEW_NEEDED
